state,year,gini_index,source_variable,source_survey
Alabama,2006,0.472,B19083_001E,ACS1
Alabama,2007,0.471,B19083_001E,ACS1
Alabama,2008,0.467,B19083_001E,ACS1
Alabama,2009,0.471,B19083_001E,ACS1
Alabama,2010,0.472,B19083_001E,ACS1
Alabama,2011,0.4735,B19083_001E,ACS1
Alabama,2012,0.4726,B19083_001E,ACS1
Alabama,2013,0.4752,B19083_001E,ACS1
Alabama,2014,0.4758,B19083_001E,ACS1
Alabama,2015,0.4811,B19083_001E,ACS1
Alabama,2016,0.4847,B19083_001E,ACS1
Alabama,2017,0.4768,B19083_001E,ACS1
Alabama,2018,0.4859,B19083_001E,ACS1
Alabama,2019,0.4741,B19083_001E,ACS1
Alabama,2021,0.4823,B19083_001E,ACS1
Alabama,2022,0.4851,B19083_001E,ACS1
Alabama,2023,0.4771,B19083_001E,ACS1
Alaska,2006,0.417,B19083_001E,ACS1
Alaska,2007,0.409,B19083_001E,ACS1
Alaska,2008,0.403,B19083_001E,ACS1
Alaska,2009,0.402,B19083_001E,ACS1
Alaska,2010,0.422,B19083_001E,ACS1
Alaska,2011,0.4099,B19083_001E,ACS1
Alaska,2012,0.4232,B19083_001E,ACS1
Alaska,2013,0.4083,B19083_001E,ACS1
Alaska,2014,0.4175,B19083_001E,ACS1
Alaska,2015,0.4322,B19083_001E,ACS1
Alaska,2016,0.4081,B19083_001E,ACS1
Alaska,2017,0.4241,B19083_001E,ACS1
Alaska,2018,0.4322,B19083_001E,ACS1
Alaska,2019,0.4376,B19083_001E,ACS1
Alaska,2021,0.4392,B19083_001E,ACS1
Alaska,2022,0.4278,B19083_001E,ACS1
Alaska,2023,0.4492,B19083_001E,ACS1
Arizona,2006,0.454,B19083_001E,ACS1
Arizona,2007,0.448,B19083_001E,ACS1
Arizona,2008,0.453,B19083_001E,ACS1
Arizona,2009,0.451,B19083_001E,ACS1
Arizona,2010,0.455,B19083_001E,ACS1
Arizona,2011,0.46,B19083_001E,ACS1
Arizona,2012,0.4608,B19083_001E,ACS1
Arizona,2013,0.4681,B19083_001E,ACS1
Arizona,2014,0.4676,B19083_001E,ACS1
Arizona,2015,0.4702,B19083_001E,ACS1
Arizona,2016,0.4713,B19083_001E,ACS1
Arizona,2017,0.4668,B19083_001E,ACS1
Arizona,2018,0.4613,B19083_001E,ACS1
Arizona,2019,0.4591,B19083_001E,ACS1
Arizona,2021,0.4629,B19083_001E,ACS1
Arizona,2022,0.4665,B19083_001E,ACS1
Arizona,2023,0.465,B19083_001E,ACS1
Arkansas,2006,0.46,B19083_001E,ACS1
Arkansas,2007,0.462,B19083_001E,ACS1
Arkansas,2008,0.459,B19083_001E,ACS1
Arkansas,2009,0.461,B19083_001E,ACS1
Arkansas,2010,0.458,B19083_001E,ACS1
Arkansas,2011,0.4684,B19083_001E,ACS1
Arkansas,2012,0.4632,B19083_001E,ACS1
Arkansas,2013,0.4685,B19083_001E,ACS1
Arkansas,2014,0.4714,B19083_001E,ACS1
Arkansas,2015,0.4773,B19083_001E,ACS1
Arkansas,2016,0.4719,B19083_001E,ACS1
Arkansas,2017,0.4725,B19083_001E,ACS1
Arkansas,2018,0.4845,B19083_001E,ACS1
Arkansas,2019,0.475,B19083_001E,ACS1
Arkansas,2021,0.4751,B19083_001E,ACS1
Arkansas,2022,0.4799,B19083_001E,ACS1
Arkansas,2023,0.474,B19083_001E,ACS1
California,2006,0.466,B19083_001E,ACS1
California,2007,0.469,B19083_001E,ACS1
California,2008,0.473,B19083_001E,ACS1
California,2009,0.467,B19083_001E,ACS1
California,2010,0.471,B19083_001E,ACS1
California,2011,0.4812,B19083_001E,ACS1
California,2012,0.4822,B19083_001E,ACS1
California,2013,0.4903,B19083_001E,ACS1
California,2014,0.489,B19083_001E,ACS1
California,2015,0.4876,B19083_001E,ACS1
California,2016,0.4899,B19083_001E,ACS1
California,2017,0.4866,B19083_001E,ACS1
California,2018,0.4912,B19083_001E,ACS1
California,2019,0.4866,B19083_001E,ACS1
California,2021,0.4924,B19083_001E,ACS1
California,2022,0.4953,B19083_001E,ACS1
California,2023,0.487,B19083_001E,ACS1
Colorado,2006,0.45,B19083_001E,ACS1
Colorado,2007,0.452,B19083_001E,ACS1
Colorado,2008,0.457,B19083_001E,ACS1
Colorado,2009,0.453,B19083_001E,ACS1
Colorado,2010,0.457,B19083_001E,ACS1
Colorado,2011,0.4588,B19083_001E,ACS1
Colorado,2012,0.4579,B19083_001E,ACS1
Colorado,2013,0.4614,B19083_001E,ACS1
Colorado,2014,0.4584,B19083_001E,ACS1
Colorado,2015,0.458,B19083_001E,ACS1
Colorado,2016,0.4586,B19083_001E,ACS1
Colorado,2017,0.4553,B19083_001E,ACS1
Colorado,2018,0.4561,B19083_001E,ACS1
Colorado,2019,0.4548,B19083_001E,ACS1
Colorado,2021,0.4604,B19083_001E,ACS1
Colorado,2022,0.4566,B19083_001E,ACS1
Colorado,2023,0.4575,B19083_001E,ACS1
Connecticut,2006,0.48,B19083_001E,ACS1
Connecticut,2007,0.481,B19083_001E,ACS1
Connecticut,2008,0.486,B19083_001E,ACS1
Connecticut,2009,0.48,B19083_001E,ACS1
Connecticut,2010,0.486,B19083_001E,ACS1
Connecticut,2011,0.4859,B19083_001E,ACS1
Connecticut,2012,0.4915,B19083_001E,ACS1
Connecticut,2013,0.4994,B19083_001E,ACS1
Connecticut,2014,0.5005,B19083_001E,ACS1
Connecticut,2015,0.4916,B19083_001E,ACS1
Connecticut,2016,0.4945,B19083_001E,ACS1
Connecticut,2017,0.4943,B19083_001E,ACS1
Connecticut,2018,0.5014,B19083_001E,ACS1
Connecticut,2019,0.5024,B19083_001E,ACS1
Connecticut,2021,0.4985,B19083_001E,ACS1
Connecticut,2022,0.5008,B19083_001E,ACS1
Connecticut,2023,0.4954,B19083_001E,ACS1
Delaware,2006,0.434,B19083_001E,ACS1
Delaware,2007,0.435,B19083_001E,ACS1
Delaware,2008,0.447,B19083_001E,ACS1
Delaware,2009,0.434,B19083_001E,ACS1
Delaware,2010,0.44,B19083_001E,ACS1
Delaware,2011,0.4404,B19083_001E,ACS1
Delaware,2012,0.4356,B19083_001E,ACS1
Delaware,2013,0.4513,B19083_001E,ACS1
Delaware,2014,0.4494,B19083_001E,ACS1
Delaware,2015,0.4523,B19083_001E,ACS1
Delaware,2016,0.4522,B19083_001E,ACS1
Delaware,2017,0.4811,B19083_001E,ACS1
Delaware,2018,0.4587,B19083_001E,ACS1
Delaware,2019,0.4509,B19083_001E,ACS1
Delaware,2021,0.4547,B19083_001E,ACS1
Delaware,2022,0.4407,B19083_001E,ACS1
Delaware,2023,0.4557,B19083_001E,ACS1
Florida,2006,0.467,B19083_001E,ACS1
Florida,2007,0.469,B19083_001E,ACS1
Florida,2008,0.471,B19083_001E,ACS1
Florida,2009,0.469,B19083_001E,ACS1
Florida,2010,0.474,B19083_001E,ACS1
Florida,2011,0.4811,B19083_001E,ACS1
Florida,2012,0.4828,B19083_001E,ACS1
Florida,2013,0.4843,B19083_001E,ACS1
Florida,2014,0.4834,B19083_001E,ACS1
Florida,2015,0.4872,B19083_001E,ACS1
Florida,2016,0.4852,B19083_001E,ACS1
Florida,2017,0.4859,B19083_001E,ACS1
Florida,2018,0.4887,B19083_001E,ACS1
Florida,2019,0.4808,B19083_001E,ACS1
Florida,2021,0.4869,B19083_001E,ACS1
Florida,2022,0.4902,B19083_001E,ACS1
Florida,2023,0.4829,B19083_001E,ACS1
Georgia,2006,0.461,B19083_001E,ACS1
Georgia,2007,0.464,B19083_001E,ACS1
Georgia,2008,0.467,B19083_001E,ACS1
Georgia,2009,0.469,B19083_001E,ACS1
Georgia,2010,0.468,B19083_001E,ACS1
Georgia,2011,0.477,B19083_001E,ACS1
Georgia,2012,0.4809,B19083_001E,ACS1
Georgia,2013,0.4837,B19083_001E,ACS1
Georgia,2014,0.4801,B19083_001E,ACS1
Georgia,2015,0.4801,B19083_001E,ACS1
Georgia,2016,0.4813,B19083_001E,ACS1
Georgia,2017,0.483,B19083_001E,ACS1
Georgia,2018,0.4822,B19083_001E,ACS1
Georgia,2019,0.4795,B19083_001E,ACS1
Georgia,2021,0.4787,B19083_001E,ACS1
Georgia,2022,0.4736,B19083_001E,ACS1
Georgia,2023,0.4787,B19083_001E,ACS1
Hawaii,2006,0.438,B19083_001E,ACS1
Hawaii,2007,0.422,B19083_001E,ACS1
Hawaii,2008,0.428,B19083_001E,ACS1
Hawaii,2009,0.425,B19083_001E,ACS1
Hawaii,2010,0.433,B19083_001E,ACS1
Hawaii,2011,0.4301,B19083_001E,ACS1
Hawaii,2012,0.4257,B19083_001E,ACS1
Hawaii,2013,0.44,B19083_001E,ACS1
Hawaii,2014,0.4325,B19083_001E,ACS1
Hawaii,2015,0.4346,B19083_001E,ACS1
Hawaii,2016,0.442,B19083_001E,ACS1
Hawaii,2017,0.4455,B19083_001E,ACS1
Hawaii,2018,0.445,B19083_001E,ACS1
Hawaii,2019,0.4397,B19083_001E,ACS1
Hawaii,2021,0.4552,B19083_001E,ACS1
Hawaii,2022,0.4574,B19083_001E,ACS1
Hawaii,2023,0.4512,B19083_001E,ACS1
Idaho,2006,0.421,B19083_001E,ACS1
Idaho,2007,0.436,B19083_001E,ACS1
Idaho,2008,0.419,B19083_001E,ACS1
Idaho,2009,0.421,B19083_001E,ACS1
Idaho,2010,0.433,B19083_001E,ACS1
Idaho,2011,0.432,B19083_001E,ACS1
Idaho,2012,0.4302,B19083_001E,ACS1
Idaho,2013,0.4376,B19083_001E,ACS1
Idaho,2014,0.4541,B19083_001E,ACS1
Idaho,2015,0.4525,B19083_001E,ACS1
Idaho,2016,0.4503,B19083_001E,ACS1
Idaho,2017,0.4478,B19083_001E,ACS1
Idaho,2018,0.4454,B19083_001E,ACS1
Idaho,2019,0.4337,B19083_001E,ACS1
Idaho,2021,0.4577,B19083_001E,ACS1
Idaho,2022,0.4434,B19083_001E,ACS1
Idaho,2023,0.4404,B19083_001E,ACS1
Illinois,2006,0.462,B19083_001E,ACS1
Illinois,2007,0.466,B19083_001E,ACS1
Illinois,2008,0.467,B19083_001E,ACS1
Illinois,2009,0.469,B19083_001E,ACS1
Illinois,2010,0.465,B19083_001E,ACS1
Illinois,2011,0.4718,B19083_001E,ACS1
Illinois,2012,0.4716,B19083_001E,ACS1
Illinois,2013,0.4824,B19083_001E,ACS1
Illinois,2014,0.4765,B19083_001E,ACS1
Illinois,2015,0.4817,B19083_001E,ACS1
Illinois,2016,0.481,B19083_001E,ACS1
Illinois,2017,0.4818,B19083_001E,ACS1
Illinois,2018,0.4852,B19083_001E,ACS1
Illinois,2019,0.48,B19083_001E,ACS1
Illinois,2021,0.4824,B19083_001E,ACS1
Illinois,2022,0.4837,B19083_001E,ACS1
Illinois,2023,0.481,B19083_001E,ACS1
Indiana,2006,0.432,B19083_001E,ACS1
Indiana,2007,0.429,B19083_001E,ACS1
Indiana,2008,0.437,B19083_001E,ACS1
Indiana,2009,0.434,B19083_001E,ACS1
Indiana,2010,0.44,B19083_001E,ACS1
Indiana,2011,0.4461,B19083_001E,ACS1
Indiana,2012,0.4417,B19083_001E,ACS1
Indiana,2013,0.4554,B19083_001E,ACS1
Indiana,2014,0.4455,B19083_001E,ACS1
Indiana,2015,0.4519,B19083_001E,ACS1
Indiana,2016,0.4527,B19083_001E,ACS1
Indiana,2017,0.4497,B19083_001E,ACS1
Indiana,2018,0.4511,B19083_001E,ACS1
Indiana,2019,0.4584,B19083_001E,ACS1
Indiana,2021,0.448,B19083_001E,ACS1
Indiana,2022,0.4561,B19083_001E,ACS1
Indiana,2023,0.4536,B19083_001E,ACS1
Iowa,2006,0.424,B19083_001E,ACS1
Iowa,2007,0.426,B19083_001E,ACS1
Iowa,2008,0.428,B19083_001E,ACS1
Iowa,2009,0.431,B19083_001E,ACS1
Iowa,2010,0.427,B19083_001E,ACS1
Iowa,2011,0.434,B19083_001E,ACS1
Iowa,2012,0.4328,B19083_001E,ACS1
Iowa,2013,0.4429,B19083_001E,ACS1
Iowa,2014,0.4433,B19083_001E,ACS1
Iowa,2015,0.4393,B19083_001E,ACS1
Iowa,2016,0.4451,B19083_001E,ACS1
Iowa,2017,0.4381,B19083_001E,ACS1
Iowa,2018,0.4413,B19083_001E,ACS1
Iowa,2019,0.4422,B19083_001E,ACS1
Iowa,2021,0.4489,B19083_001E,ACS1
Iowa,2022,0.4514,B19083_001E,ACS1
Iowa,2023,0.4464,B19083_001E,ACS1
Kansas,2006,0.441,B19083_001E,ACS1
Kansas,2007,0.444,B19083_001E,ACS1
Kansas,2008,0.442,B19083_001E,ACS1
Kansas,2009,0.444,B19083_001E,ACS1
Kansas,2010,0.445,B19083_001E,ACS1
Kansas,2011,0.4442,B19083_001E,ACS1
Kansas,2012,0.4496,B19083_001E,ACS1
Kansas,2013,0.4589,B19083_001E,ACS1
Kansas,2014,0.4597,B19083_001E,ACS1
Kansas,2015,0.4596,B19083_001E,ACS1
Kansas,2016,0.455,B19083_001E,ACS1
Kansas,2017,0.4539,B19083_001E,ACS1
Kansas,2018,0.4633,B19083_001E,ACS1
Kansas,2019,0.45,B19083_001E,ACS1
Kansas,2021,0.4599,B19083_001E,ACS1
Kansas,2022,0.4632,B19083_001E,ACS1
Kansas,2023,0.4518,B19083_001E,ACS1
Kentucky,2006,0.46,B19083_001E,ACS1
Kentucky,2007,0.465,B19083_001E,ACS1
Kentucky,2008,0.467,B19083_001E,ACS1
Kentucky,2009,0.464,B19083_001E,ACS1
Kentucky,2010,0.466,B19083_001E,ACS1
Kentucky,2011,0.4709,B19083_001E,ACS1
Kentucky,2012,0.4667,B19083_001E,ACS1
Kentucky,2013,0.4721,B19083_001E,ACS1
Kentucky,2014,0.4704,B19083_001E,ACS1
Kentucky,2015,0.4781,B19083_001E,ACS1
Kentucky,2016,0.4813,B19083_001E,ACS1
Kentucky,2017,0.4784,B19083_001E,ACS1
Kentucky,2018,0.4787,B19083_001E,ACS1
Kentucky,2019,0.4764,B19083_001E,ACS1
Kentucky,2021,0.4757,B19083_001E,ACS1
Kentucky,2022,0.4845,B19083_001E,ACS1
Kentucky,2023,0.4759,B19083_001E,ACS1
Louisiana,2006,0.475,B19083_001E,ACS1
Louisiana,2007,0.478,B19083_001E,ACS1
Louisiana,2008,0.477,B19083_001E,ACS1
Louisiana,2009,0.473,B19083_001E,ACS1
Louisiana,2010,0.475,B19083_001E,ACS1
Louisiana,2011,0.4836,B19083_001E,ACS1
Louisiana,2012,0.4859,B19083_001E,ACS1
Louisiana,2013,0.4914,B19083_001E,ACS1
Louisiana,2014,0.4902,B19083_001E,ACS1
Louisiana,2015,0.4909,B19083_001E,ACS1
Louisiana,2016,0.499,B19083_001E,ACS1
Louisiana,2017,0.4935,B19083_001E,ACS1
Louisiana,2018,0.4936,B19083_001E,ACS1
