state,state_abbr,year,resident_population,real_gdp_millions_chained_2017_dollars,real_gdp_per_capita_chained_2017_dollars,gini_index,activity_rate_percent,land_area_sqmi_2020,population_density_per_sqmi,S_HAWES_COMPTON_socap_ma,S_CEV_formal_volunteering,S_CEV_organizational_membership,S_CEV_charitable_giving,S_CEV_informal_helping,S_CEV_talking_with_friends_and_family,S_CEV_talking_with_neighbors,S_CEV_learning_about_issues,S_CEV_discussing_issues_with_friends_and_family,S_CEV_discussing_issues_with_neighbors,S_CEV_posting_views_online,S_CEV_voting_in_local_elections,S_CEV_contacting_public_officials,S_CEV_donating_to_a_political_cause,S_CEV_attending_public_meetings,S_CEV_taking_action_with_neighbors,S_CEV_buycotting_or_boycotting,S_CEV_employer_promotes_volunteering,S_source_hawes_compton,S_source_cev,S_observed_any,S_series_note,st,democracy_mcmc,democracy_mcmc_sd,democracy_mcmc_se,democracy_additive
Alabama,AL,2000,4452173,168695.3,37890.553669,,63.6,50647.128506695175,87.90573387416141,-0.9840144,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-1.19966706316123,0.286838316108113,0.00286838316108113,-1.91132340458297
Alabama,AL,2001,4467634,168448.3,37704.140491,,62.7,50647.128506695175,88.21100290827765,-1.0707595,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-1.18911711733427,0.2873178183189,0.002873178183189,-1.8442019714894
Alabama,AL,2002,4480089,172430.4,38488.163963,,62.1,50647.128506695175,88.45692010767729,-0.66225195,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-0.864239300808843,0.2873770849137,0.002873770849137,-1.60199903223623
Alabama,AL,2003,4503491,178040.0,39533.775020,,62.2,50647.128506695175,88.9189798668383,-0.89120746,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-0.94605662552524,0.287965889572597,0.00287965889572597,-1.86639590647943
Alabama,AL,2004,4530729,189913.7,41916.808531,,62.1,50647.128506695175,89.45677935919055,-0.72514385,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-0.868436744528292,0.288768995335598,0.00288768995335598,-1.77954922805515
Alabama,AL,2005,4569805,197246.5,43163.001485,,61.5,50647.128506695175,90.22831372159442,-1.3341863,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-0.871910745460922,0.284694399258058,0.00284694399258058,-1.79713682621334
Alabama,AL,2006,4628981,199923.9,43189.613438,0.472,61.5,50647.128506695175,91.3967116494686,-1.5191938,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-0.866898121600014,0.284428127929137,0.00284428127929137,-1.81563178509992
Alabama,AL,2007,4672840,202025.5,43233.986184,0.471,61.2,50647.128506695175,92.26268374488961,-1.6990304,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-0.861050619387269,0.284966286952073,0.00284966286952073,-1.83213286065964
Alabama,AL,2008,4718206,200967.4,42594.028323,0.467,60.5,50647.128506695175,93.1584107354929,-1.5409486,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-0.314330605844328,0.289034737002195,0.00289034737002195,-1.36865216041935
Alabama,AL,2009,4757938,194192.1,40814.340162,0.471,59.1,50647.128506695175,93.94289746102854,-1.4975376,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-0.298166647984406,0.285560827401387,0.00285560827401387,-1.3247053452586
Alabama,AL,2010,4788095,199455.0,41656.441654,0.472,59.8,50647.128506695175,94.53833102042596,-1.4371125,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AL,-0.609836118936043,0.286898823477238,0.00286898823477238,-1.28280560063633
Alabama,AL,2011,4812576,201372.8,41843.037907,0.4735,59.4,50647.128506695175,95.021695047604,,,,,,,,,,,,,,,,,,,0,0,0,,AL,-0.747900499414927,0.286487763439029,0.00286487763439029,-1.51547870219467
Alabama,AL,2012,4839947,203675.5,42082.175693,0.4726,58.3,50647.128506695175,95.56212055260339,,,,,,,,,,,,,,,,,,,0,0,0,,AL,-1.54681703876338,0.286124600074088,0.00286124600074088,-1.95497768997365
Alabama,AL,2013,4865253,206962.9,42538.979987,0.4752,57.7,50647.128506695175,96.0617737559761,,,,,,,,,,,,,,,,,,,0,0,0,,AL,-1.54316375512527,0.285629812697341,0.00285629812697341,-1.96428622163043
Alabama,AL,2014,4887757,206070.0,42160.442919,0.4758,56.9,50647.128506695175,96.5061029936549,,,,,,,,,,,,,,,,,,,0,0,0,,AL,-2.3383918794959,0.285439958549307,0.00285439958549307,-2.30691234558788
Alabama,AL,2015,4909177,208950.3,42563.203568,0.4811,56.7,50647.128506695175,96.9290292410367,,,,,,,,,,,,,,,,,,,0,0,0,,AL,-2.3377066229505,0.288055151497336,0.00288055151497336,-2.30691234558788
Alabama,AL,2016,4931579,212862.8,43163.214054,0.4847,57.0,50647.128506695175,97.37134454420415,,,,,,,,,,,,,,,,,,,0,0,0,,AL,-2.48157669466592,0.287582241518731,0.00287582241518731,-1.65860722738803
Alabama,AL,2017,4953096,216615.5,43733.353846,0.4768,56.9,50647.128506695175,97.79618600381733,,0.27398939,0.22115905,0.49894461,0.47416642,0.9840864,0.76593989,0.8770315,0.7010269,0.3221135,0.1963986,0.5562794,0.0727482,0.0464582,0.0727567,0.1823462,0.0694331,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AL,-2.47788821110341,0.287635453262708,0.00287635453262708,-1.65860722738803
Alabama,AL,2018,4977088,220808.8,44365.058444,0.4859,57.3,50647.128506695175,98.26989499201451,,,,,,,,,,,,,,,,,,,0,0,0,,AL,-2.62667257977196,0.287869432182547,0.00287869432182547,-1.56766012211748
Alabama,AL,2019,5003778,225272.8,45020.542478,0.4741,57.7,50647.128506695175,98.79687452248231,,0.25764271,0.22926222,0.50987243,0.49767599,0.97817557,0.71189145,0.82424142,0.64846014,0.30001605,0.20830828,0.62447834,0.08895217,0.06602825,0.09046351,0.1644158,0.10454094,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AL,-2.62237830117404,0.290197472092277,0.00290197472092277,-1.56766012211748
Alabama,AL,2020,5031864,222288.8,44176.233698,,57.2,50647.128506695175,99.35141731351709,,,,,,,,,,,,,,,,,,,0,0,0,,AL,-2.57884952049479,0.289876348983579,0.00289876348983579,-1.31985074369205
Alabama,AL,2021,5050380,233726.6,46279.012668,0.4823,56.4,50647.128506695175,99.71700566069362,,0.19543448,0.18445939,0.40108137,0.46415856,0.97877132,0.68765636,0.74848113,0.67707534,0.31553512,0.18039748,0.49960748,0.07897876,0.0523123,0.07900686,0.15941605,0.09494937,0.34745277,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AL,-2.57751011425029,0.288043733945301,0.00288043733945301,-1.31985074369205
Alabama,AL,2022,5073903,238556.5,47016.369844,0.4851,56.7,50647.128506695175,100.18145449902984,,,,,,,,,,,,,,,,,,,0,0,0,,AL,-2.263624841549,0.286557126460231,0.00286557126460231,-0.956080995825035
Alabama,AL,2023,5108468,245354.7,48029.017702,0.4771,57.1,50647.128506695175,100.86392162044682,,0.1994202,0.1474839,0.4146908,0.4730907,0.9670348,0.6566281,0.8342356,0.6535252,0.2940658,0.1355387,0.5199717,0.0499533,0.041657,0.0633949,0.1831129,0.068009,0.3067537,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AL,-2.26578617877296,0.287202042550444,0.00287202042550444,-0.956080995825035
Alaska,AK,2000,627963,38428.1,61194.847467,,73.3,571022.3549042225,1.0997170156417573,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.244965705943881,0.283248215239997,0.00283248215239997,-0.422567985937996
Alaska,AK,2001,633714,40014.4,63142.679505,,72.6,571022.3549042225,1.109788425194479,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.245362140431613,0.284027240543361,0.00284027240543361,-0.41571413433777
Alaska,AK,2002,642337,41904.7,65237.873577,,72.4,571022.3549042225,1.1248894101663307,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.253712657264721,0.284799657183791,0.00284799657183791,-0.192522975012396
Alaska,AK,2003,648414,41235.0,63593.629996,,72.3,571022.3549042225,1.1355317255639814,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.25683588565224,0.280025869641695,0.00280025869641695,-0.184001985149178
Alaska,AK,2004,659286,42880.1,65040.210167,,71.6,571022.3549042225,1.1545712603678746,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.253977719802408,0.284234223874175,0.00284234223874175,-0.191590958068348
Alaska,AK,2005,666946,44406.8,66582.302015,,71.6,571022.3549042225,1.1679857964787854,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.258602001751399,0.281165023845375,0.00281165023845375,-0.18293367981413
Alaska,AK,2006,675302,47546.2,70407.314061,0.417,71.1,571022.3549042225,1.1826191990561705,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.252792631104475,0.286926227970076,0.00286926227970076,-0.185862020979534
Alaska,AK,2007,680300,50126.7,73683.227988,0.409,70.6,571022.3549042225,1.1913719211818012,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.254684895757065,0.284624481743643,0.00284624481743643,-0.184608193180686
Alaska,AK,2008,687455,49926.6,72625.262744,0.403,70.8,571022.3549042225,1.2039020786065489,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.247506762568977,0.284909291643233,0.00284909291643233,-0.184200847265983
Alaska,AK,2009,698895,54951.9,78626.832357,0.402,70.1,571022.3549042225,1.2239363205267604,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.253989662976404,0.281416982752602,0.00281416982752602,-0.179190708756103
Alaska,AK,2010,714015,53652.0,75141.278545,0.422,69.6,571022.3549042225,1.2504151437639628,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.174413846470116,0.285294045262849,0.00285294045262849,0.10936754988304
Alaska,AK,2011,722513,54045.5,74802.114287,0.4099,68.8,571022.3549042225,1.2652972231204276,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.175990565678799,0.284301740605111,0.00284301740605111,0.109421932758886
Alaska,AK,2012,731106,57087.4,78083.615782,0.4232,68.0,571022.3549042225,1.2803456707445864,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.222334022939289,0.281184739589434,0.00281184739589434,0.255431066281424
Alaska,AK,2013,738054,54627.6,74015.722427,0.4083,67.5,571022.3549042225,1.292513320470253,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.22117954856665,0.280022444684277,0.00280022444684277,0.241675764546878
Alaska,AK,2014,737634,53303.3,72262.531282,0.4175,67.4,571022.3549042225,1.291777797602553,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.21161284635093,0.281956973214784,0.00281956973214784,0.188827400350329
Alaska,AK,2015,739120,53681.1,72628.395930,0.4322,66.7,571022.3549042225,1.2943801475582728,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.210646168184312,0.281456957607785,0.00281456957607785,0.188827400350329
Alaska,AK,2016,743397,53463.9,71918.369324,0.4081,66.2,571022.3549042225,1.3018702220943519,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.210262716572286,0.280854830892364,0.00280854830892364,0.749328584635551
Alaska,AK,2017,741937,53550.9,72177.152508,0.4241,66.0,571022.3549042225,1.2993134045066326,,0.40622791,0.36780831,0.54856098,0.5077662,0.98350642,0.70467679,0.874469,0.7799842,0.3387725,0.259737,0.6505188,0.216985,0.1024165,0.1673515,0.2451755,0.2181037,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AK,0.0708654491069076,0.283184716451134,0.00283184716451134,0.520017634062597
Alaska,AK,2018,737710,52479.6,71138.523268,0.4322,65.0,571022.3549042225,1.2919108922167084,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.316135052891858,0.285498759060434,0.00285498759060434,1.1927630440435
Alaska,AK,2019,734820,52377.5,71279.360932,0.4376,64.6,571022.3549042225,1.2868497943889625,,0.35459099,0.31482671,0.50190811,0.56270869,0.98231062,0.71658874,0.87683584,0.73132552,0.33553803,0.26809621,0.65617908,0.16455897,0.08601464,0.16612853,0.26509321,0.16529309,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AK,0.318905573076856,0.285179919853356,0.00285179919853356,1.1927630440435
Alaska,AK,2020,732964,50332.8,68670.221184,,63.5,571022.3549042225,1.2835994838116975,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.312876224066184,0.282586395878434,0.00282586395878434,1.56538759650698
Alaska,AK,2021,734923,51454.1,70012.912917,0.4392,64.3,571022.3549042225,1.2870301726160414,,0.27299883,0.25729808,0.47676007,0.54963916,0.98856175,0.6649367,0.8465384,0.76054783,0.32940012,0.19123868,0.67152464,0.16534217,0.11027952,0.14243863,0.20734681,0.19226924,0.33217993,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AK,0.30939040848851,0.278915868720455,0.00278915868720455,1.56538759650698
Alaska,AK,2022,733276,50767.1,69233.276420,0.4278,64.8,571022.3549042225,1.2841458722277033,,,,,,,,,,,,,,,,,,,0,0,0,,AK,0.325730680016291,0.285130322831732,0.00285130322831732,1.51174462800689
Alaska,AK,2023,733406,54059.7,73710.468690,0.4492,65.0,571022.3549042225,1.2843735340677056,,0.3360162,0.2834552,0.4881667,0.6075747,0.9763235,0.6897801,0.7850072,0.6588181,0.309768,0.1871216,0.6401849,0.1393779,0.0885359,0.1261431,0.2785641,0.2265396,0.3459615,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AK,0.32516764378081,0.287242161562466,0.00287242161562466,1.51174462800689
Arizona,AZ,2000,5160586,224729.3,43547.244441,,65.3,113653.41412197157,45.40634383813334,0.08363874,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,0.0742211856874764,0.28363075710109,0.0028363075710109,-0.697006360959281
Arizona,AZ,2001,5273477,230885.6,43782.422868,,65.7,113653.41412197157,46.39963560039264,-0.006370814,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,0.0710400951943789,0.28230257755359,0.0028230257755359,-0.692272890813424
Arizona,AZ,2002,5396255,238257.1,44152.305627,,66.1,113653.41412197157,47.47991990991841,-0.16865283,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,0.16256588922185,0.282519384216037,0.00282519384216037,-0.638704119304572
Arizona,AZ,2003,5510364,253743.1,46048.337279,,65.5,113653.41412197157,48.48392846418445,-0.08039311,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,0.162848775115184,0.284934795373337,0.00284934795373337,-0.639021763037734
Arizona,AZ,2004,5652404,264990.0,46880.937739,,65.0,113653.41412197157,49.733692944181186,-0.44193345,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,-0.329287128244127,0.283648793826031,0.00283648793826031,-1.03753697266448
Arizona,AZ,2005,5839077,283806.2,48604.633917,,64.4,113653.41412197157,51.37616890006989,-0.2515623,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,-0.340419827119876,0.282058722930909,0.00282058722930909,-1.05451572998929
Arizona,AZ,2006,6029141,296424.4,49165.279100,0.454,64.4,113653.41412197157,53.04848117918916,-0.48514998,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,0.0461587421043455,0.280857834848921,0.00280857834848921,-0.651205426137245
Arizona,AZ,2007,6167681,306611.6,49712.622945,0.448,63.7,113653.41412197157,54.26745027985621,-0.33415607,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,0.0541517230494243,0.284490615450865,0.00284490615450865,-0.643412193274146
Arizona,AZ,2008,6280362,302277.9,48130.649157,0.453,63.9,113653.41412197157,55.25889431935574,-0.22186242,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,-0.250049857423031,0.284039877050413,0.00284039877050413,-0.890456057324323
Arizona,AZ,2009,6343154,277412.4,43734.142353,0.451,63.8,113653.41412197157,55.81138102188992,0.30606547,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,-0.227274408992036,0.28484222683939,0.0028484222683939,-0.876909931774991
Arizona,AZ,2010,6401304,282252.5,44092.969183,0.455,62.8,113653.41412197157,56.323024252753136,0.3625766,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AZ,-0.238912286453884,0.2837581566473,0.002837581566473,-0.355085085203909
Arizona,AZ,2011,6443158,290411.3,45072.819881,0.46,61.5,113653.41412197157,56.69128419745733,,,,,,,,,,,,,,,,,,,0,0,0,,AZ,-0.247490439823886,0.283951161590962,0.00283951161590962,-0.360289453382254
Arizona,AZ,2012,6501800,297077.3,45691.546956,0.4608,60.6,113653.41412197157,57.20725637878631,,,,,,,,,,,,,,,,,,,0,0,0,,AZ,0.475004058271748,0.285081263490934,0.00285081263490934,0.272403801794849
Arizona,AZ,2013,6555926,298859.9,45586.222297,0.4681,59.9,113653.41412197157,57.68349372210019,,,,,,,,,,,,,,,,,,,0,0,0,,AZ,0.457594640346875,0.28557269009854,0.0028557269009854,0.228474762335935
Arizona,AZ,2014,6629890,301721.2,45509.231677,0.4676,59.9,113653.41412197157,58.33427927545473,,,,,,,,,,,,,,,,,,,0,0,0,,AZ,0.815560149247843,0.281720484902005,0.00281720484902005,0.581948823032206
Arizona,AZ,2015,6705607,308582.8,46018.622923,0.4702,60.1,113653.41412197157,59.00048891451354,,,,,,,,,,,,,,,,,,,0,0,0,,AZ,0.815983110973197,0.282481398643053,0.00282481398643053,0.581948823032206
Arizona,AZ,2016,6793278,319008.4,46959.420769,0.4713,60.2,113653.41412197157,59.77187797200294,,,,,,,,,,,,,,,,,,,0,0,0,,AZ,0.595344088630808,0.286393633981455,0.00286393633981455,0.513093927031578
Arizona,AZ,2017,6872380,333099.0,48469.234821,0.4668,60.6,113653.41412197157,60.467871142213454,,0.30037335,0.25365473,0.51994809,0.47172193,0.97208314,0.64905807,0.848776,0.6981574,0.2496545,0.2538105,0.5279256,0.1134499,0.0737406,0.0656714,0.1560887,0.1587297,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AZ,0.59307640938313,0.284812246318843,0.00284812246318843,0.513093927031578
Arizona,AZ,2018,6964300,346398.3,49739.141048,0.4613,61.2,113653.41412197157,61.276645790209095,,,,,,,,,,,,,,,,,,,0,0,0,,AZ,0.689632598425898,0.285234731545057,0.00285234731545057,0.629944129101415
Arizona,AZ,2019,7067695,359576.7,50876.091852,0.4591,62.0,113653.41412197157,62.18638528900706,,0.26187585,0.24043848,0.46569915,0.46904238,0.98152224,0.66310131,0.84793223,0.68208723,0.22278565,0.21502534,0.50964866,0.07862534,0.0670586,0.08724856,0.17470646,0.17413293,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AZ,0.683502175656244,0.283519415915889,0.00283519415915889,0.629944129101415
Arizona,AZ,2020,7186683,365027.7,50792.236140,,61.4,113653.41412197157,63.23332260205868,,,,,,,,,,,,,,,,,,,0,0,0,,AZ,0.643390997795391,0.282541128297489,0.00282541128297489,1.12793351187639
Arizona,AZ,2021,7272487,395035.9,54319.230822,0.4629,61.3,113653.41412197157,63.988284524345644,,0.2345181,0.2289331,0.48510914,0.465799,0.98007615,0.6477308,0.87769866,0.68791092,0.25606871,0.18686125,0.5899102,0.08947653,0.08175834,0.0583371,0.15644343,0.19301261,0.40522914,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AZ,0.642027821547957,0.28739763383462,0.0028739763383462,1.12793351187639
Arizona,AZ,2022,7365684,410228.4,55694.542421,0.4665,61.5,113653.41412197157,64.80829508645671,,,,,,,,,,,,,,,,,,,0,0,0,,AZ,0.550501292409577,0.286631023936873,0.00286631023936873,1.02450670127353
Arizona,AZ,2023,7431344,422399.6,56840.270078,0.465,62.0,113653.41412197157,65.38601640268162,,0.2998256,0.2315749,0.4934512,0.5238702,0.9537827,0.6733648,0.7727563,0.6291738,0.2369221,0.1851728,0.5541019,0.0786708,0.0940182,0.0791832,0.2026567,0.205149,0.3387186,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AZ,0.55606614643397,0.283291354216619,0.00283291354216619,1.02450670127353
Arkansas,AR,2000,2678588,95509.8,35656.771403,,62.2,51992.8450495977,51.51839637636306,-0.26459432,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,0.110983562478942,0.281304232195936,0.00281304232195936,-0.297861040386647
Arkansas,AR,2001,2691571,95528.7,35491.800142,,61.9,51992.8450495977,51.76810381183067,-0.5014189,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,0.0639465836465728,0.284577048262261,0.00284577048262261,-0.312610118988968
Arkansas,AR,2002,2705927,98556.6,36422.490333,,62.2,51992.8450495977,52.04421872699458,-0.4869876,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,0.0207002304459738,0.285350940357732,0.00285350940357732,-0.249628795004479
Arkansas,AR,2003,2724816,102948.0,37781.633696,,62.0,51992.8450495977,52.40751871532915,-0.90440214,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,0.0409774793502825,0.286413225200998,0.00286413225200998,-0.23793103020069
Arkansas,AR,2004,2749686,108581.8,39488.799812,,62.4,51992.8450495977,52.88585376270491,-1.0255421,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,-0.0923658027163034,0.281396608605084,0.00281396608605084,-0.425903606975843
Arkansas,AR,2005,2781097,112451.1,40434.080509,,63.1,51992.8450495977,53.489994581889476,-1.2284127,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,-0.121117251615204,0.284793584976274,0.00284793584976274,-0.469303316632659
Arkansas,AR,2006,2821761,114890.4,40715.850846,0.46,62.7,51992.8450495977,54.272102196143116,-1.3362135,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,-0.110003442391622,0.282463816849953,0.00282463816849953,-0.354170008684297
Arkansas,AR,2007,2848650,114026.7,40028.329209,0.462,62.3,51992.8450495977,54.78926950972924,-1.2038096,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,-0.106257016746296,0.281452715483386,0.00281452715483386,-0.352068408428307
Arkansas,AR,2008,2874554,113628.0,39528.914746,0.459,62.0,51992.8450495977,55.28749190889376,-1.2004324,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,-0.106944122382196,0.284058681289823,0.00284058681289823,-0.439741908054818
Arkansas,AR,2009,2896843,109833.1,37914.757548,0.461,61.4,51992.8450495977,55.71618551046024,-0.9078328,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,-0.0808115729341404,0.285913409201902,0.00285913409201902,-0.420141880977654
Arkansas,AR,2010,2921546,113000.9,38678.459966,0.458,60.6,51992.8450495977,56.19130857742138,-0.91477305,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,AR,-0.220568431303317,0.28187430011978,0.0028187430011978,-0.412556566002387
Arkansas,AR,2011,2938773,115241.8,39214.257107,0.4684,60.3,51992.8450495977,56.52264262893494,,,,,,,,,,,,,,,,,,,0,0,0,,AR,-0.219231054529772,0.285282691809713,0.00285282691809713,-0.425720896296678
Arkansas,AR,2012,2948793,116616.2,39547.096049,0.4632,59.6,51992.8450495977,56.71536145381251,,,,,,,,,,,,,,,,,,,0,0,0,,AR,-0.197336613533845,0.286235139546257,0.00286235139546257,-0.218968490452989
Arkansas,AR,2013,2954563,119842.8,40561.937586,0.4685,58.6,51992.8450495977,56.82633826215019,,,,,,,,,,,,,,,,,,,0,0,0,,AR,-0.339321470897344,0.28094962101498,0.0028094962101498,-0.430754510794884
Arkansas,AR,2014,2961050,121409.4,41002.144510,0.4714,58.1,51992.8450495977,56.95110542951355,,,,,,,,,,,,,,,,,,,0,0,0,,AR,-0.627816203329531,0.281646740489347,0.00281646740489347,-0.813606998450293
Arkansas,AR,2015,2970210,121532.5,40917.140539,0.4773,58.3,51992.8450495977,57.12728351692657,,,,,,,,,,,,,,,,,,,0,0,0,,AR,-0.628400669743531,0.28378476931822,0.0028378476931822,-0.813606998450293
Arkansas,AR,2016,2980475,123034.9,41280.299281,0.4719,58.1,51992.8450495977,57.324714528639966,,,,,,,,,,,,,,,,,,,0,0,0,,AR,-1.14963497882734,0.287074428883133,0.00287074428883133,-0.960065384420388
Arkansas,AR,2017,2990702,123882.6,41422.582390,0.4725,58.0,51992.8450495977,57.52141467055842,,0.29984052,0.28623815,0.48931495,0.49849246,0.95975795,0.71723215,0.8764308,0.7055417,0.3004844,0.2364537,0.4985995,0.1317669,0.0614148,0.0897603,0.1697831,0.1371973,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AR,-1.15370219342382,0.286417871871255,0.00286417871871255,-0.960065384420388
Arkansas,AR,2018,2997195,126371.2,42163.155884,0.4845,57.9,51992.8450495977,57.64629723841571,,,,,,,,,,,,,,,,,,,0,0,0,,AR,-1.56763804994908,0.287964351875849,0.00287964351875849,-1.29020600387868
Arkansas,AR,2019,3004206,127220.0,42347.295758,0.475,58.1,51992.8450495977,57.781142715583044,,0.29722904,0.29938214,0.54344122,0.49767956,0.98365129,0.6749164,0.83575056,0.66401405,0.26148114,0.19445716,0.47891564,0.10272925,0.07751344,0.11578134,0.19557914,0.14162397,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AR,-1.57127376867972,0.284122760543571,0.00284122760543571,-1.366642987403
Arkansas,AR,2020,3014348,128340.9,42576.669980,,57.4,51992.8450495977,57.9762080171707,,,,,,,,,,,,,,,,,,,0,0,0,,AR,-1.71918814731022,0.285937465422478,0.00285937465422478,-1.37591876035056
Arkansas,AR,2021,3028443,137463.6,45390.849357,0.4751,56.5,51992.8450495977,58.24730301084828,,0.20878917,0.23134178,0.52439926,0.50704396,0.98348379,0.64969574,0.84187983,0.68718481,0.26805536,0.22213097,0.45516318,0.09579535,0.06026305,0.06849847,0.14412957,0.16648727,0.36033154,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,AR,-1.66410845724397,0.287359679394169,0.00287359679394169,-1.1466078097776
