state,year,state_abbr,E1_real_gdp_millions_chained_2017_dollars,source_table,line_code,E2_pcpi_nominal_usd,E3_avg_unemployment,st,D_democracy_mcmc,D_democracy_mcmc_sd,D_democracy_mcmc_se,D_democracy_additive,S_HAWES_COMPTON_socap_ma,S_CEV_formal_volunteering,S_CEV_organizational_membership,S_CEV_charitable_giving,S_CEV_informal_helping,S_CEV_talking_with_friends_and_family,S_CEV_talking_with_neighbors,S_CEV_learning_about_issues,S_CEV_discussing_issues_with_friends_and_family,S_CEV_discussing_issues_with_neighbors,S_CEV_posting_views_online,S_CEV_voting_in_local_elections,S_CEV_contacting_public_officials,S_CEV_donating_to_a_political_cause,S_CEV_attending_public_meetings,S_CEV_taking_action_with_neighbors,S_CEV_buycotting_or_boycotting,S_CEV_employer_promotes_volunteering,S_source_hawes_compton,S_source_cev,S_observed_any,S_series_note,E4_gini_index,source_variable,source_survey
Alabama,2000,AL,168695.3,SAGDP9N,1,24258,4.625,AL,-1.19966706316123,0.286838316108113,0.00286838316108113,-1.91132340458297,-0.9840144,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Alabama,2001,AL,168448.3,SAGDP9N,1,25046,5.1833,AL,-1.18911711733427,0.2873178183189,0.002873178183189,-1.8442019714894,-1.0707595,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Alabama,2002,AL,172430.4,SAGDP9N,1,25671,5.925,AL,-0.864239300808843,0.2873770849137,0.002873770849137,-1.60199903223623,-0.66225195,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Alabama,2003,AL,178040.0,SAGDP9N,1,26700,5.9833,AL,-0.94605662552524,0.287965889572597,0.00287965889572597,-1.86639590647943,-0.89120746,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Alabama,2004,AL,189913.7,SAGDP9N,1,28385,5.575,AL,-0.868436744528292,0.288768995335598,0.00288768995335598,-1.77954922805515,-0.72514385,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Alabama,2005,AL,197246.5,SAGDP9N,1,29780,4.4583,AL,-0.871910745460922,0.284694399258058,0.00284694399258058,-1.79713682621334,-1.3341863,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Alabama,2006,AL,199923.9,SAGDP9N,1,31264,4,AL,-0.866898121600014,0.284428127929137,0.00284428127929137,-1.81563178509992,-1.5191938,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.472,B19083_001E,ACS1
Alabama,2007,AL,202025.5,SAGDP9N,1,32516,4.0417,AL,-0.861050619387269,0.284966286952073,0.00284966286952073,-1.83213286065964,-1.6990304,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.471,B19083_001E,ACS1
Alabama,2008,AL,200967.4,SAGDP9N,1,33441,5.8833,AL,-0.314330605844328,0.289034737002195,0.00289034737002195,-1.36865216041935,-1.5409486,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.467,B19083_001E,ACS1
Alabama,2009,AL,194192.1,SAGDP9N,1,32717,10.0833,AL,-0.298166647984406,0.285560827401387,0.00285560827401387,-1.3247053452586,-1.4975376,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.471,B19083_001E,ACS1
Alabama,2010,AL,199455.0,SAGDP9N,1,33848,10.375,AL,-0.609836118936043,0.286898823477238,0.00286898823477238,-1.28280560063633,-1.4371125,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.472,B19083_001E,ACS1
Alabama,2011,AL,201372.8,SAGDP9N,1,34884,9.5833,AL,-0.747900499414927,0.286487763439029,0.00286487763439029,-1.51547870219467,,,,,,,,,,,,,,,,,,,0,0,0,,0.4735,B19083_001E,ACS1
Alabama,2012,AL,203675.5,SAGDP9N,1,35559,8.1583,AL,-1.54681703876338,0.286124600074088,0.00286124600074088,-1.95497768997365,,,,,,,,,,,,,,,,,,,0,0,0,,0.4726,B19083_001E,ACS1
Alabama,2013,AL,206962.9,SAGDP9N,1,35706,7.325,AL,-1.54316375512527,0.285629812697341,0.00285629812697341,-1.96428622163043,,,,,,,,,,,,,,,,,,,0,0,0,,0.4752,B19083_001E,ACS1
Alabama,2014,AL,206070.0,SAGDP9N,1,36722,6.7333,AL,-2.3383918794959,0.285439958549307,0.00285439958549307,-2.30691234558788,,,,,,,,,,,,,,,,,,,0,0,0,,0.4758,B19083_001E,ACS1
Alabama,2015,AL,208950.3,SAGDP9N,1,38189,6.125,AL,-2.3377066229505,0.288055151497336,0.00288055151497336,-2.30691234558788,,,,,,,,,,,,,,,,,,,0,0,0,,0.4811,B19083_001E,ACS1
Alabama,2016,AL,212862.8,SAGDP9N,1,38704,5.9083,AL,-2.48157669466592,0.287582241518731,0.00287582241518731,-1.65860722738803,,,,,,,,,,,,,,,,,,,0,0,0,,0.4847,B19083_001E,ACS1
Alabama,2017,AL,216615.5,SAGDP9N,1,39968,4.5083,AL,-2.47788821110341,0.287635453262708,0.00287635453262708,-1.65860722738803,,0.27398939,0.22115905,0.49894461,0.47416642,0.9840864,0.76593989,0.8770315,0.7010269,0.3221135,0.1963986,0.5562794,0.0727482,0.0464582,0.0727567,0.1823462,0.0694331,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4768,B19083_001E,ACS1
Alabama,2018,AL,220808.8,SAGDP9N,1,41324,3.9417,AL,-2.62667257977196,0.287869432182547,0.00287869432182547,-1.56766012211748,,,,,,,,,,,,,,,,,,,0,0,0,,0.4859,B19083_001E,ACS1
Alabama,2019,AL,225272.8,SAGDP9N,1,42998,3.1833,AL,-2.62237830117404,0.290197472092277,0.00290197472092277,-1.56766012211748,,0.25764271,0.22926222,0.50987243,0.49767599,0.97817557,0.71189145,0.82424142,0.64846014,0.30001605,0.20830828,0.62447834,0.08895217,0.06602825,0.09046351,0.1644158,0.10454094,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4741,B19083_001E,ACS1
Alabama,2020,AL,222288.8,SAGDP9N,1,45843,6.4083,AL,-2.57884952049479,0.289876348983579,0.00289876348983579,-1.31985074369205,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Alabama,2021,AL,233726.6,SAGDP9N,1,50495,3.375,AL,-2.57751011425029,0.288043733945301,0.00288043733945301,-1.31985074369205,,0.19543448,0.18445939,0.40108137,0.46415856,0.97877132,0.68765636,0.74848113,0.67707534,0.31553512,0.18039748,0.49960748,0.07897876,0.0523123,0.07900686,0.15941605,0.09494937,0.34745277,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4823,B19083_001E,ACS1
Alabama,2022,AL,238556.5,SAGDP9N,1,51660,2.5167,AL,-2.263624841549,0.286557126460231,0.00286557126460231,-0.956080995825035,,,,,,,,,,,,,,,,,,,0,0,0,,0.4851,B19083_001E,ACS1
Alabama,2023,AL,245354.7,SAGDP9N,1,54112,2.4917,AL,-2.26578617877296,0.287202042550444,0.00287202042550444,-0.956080995825035,,0.1994202,0.1474839,0.4146908,0.4730907,0.9670348,0.6566281,0.8342356,0.6535252,0.2940658,0.1355387,0.5199717,0.0499533,0.041657,0.0633949,0.1831129,0.068009,0.3067537,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4771,B19083_001E,ACS1
Alaska,2000,AK,38428.1,SAGDP9N,1,31996,6.3167,AK,0.244965705943881,0.283248215239997,0.00283248215239997,-0.422567985937996,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Alaska,2001,AK,40014.4,SAGDP9N,1,33591,6.2833,AK,0.245362140431613,0.284027240543361,0.00284027240543361,-0.41571413433777,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Alaska,2002,AK,41904.7,SAGDP9N,1,34766,7.1667,AK,0.253712657264721,0.284799657183791,0.00284799657183791,-0.192522975012396,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Alaska,2003,AK,41235.0,SAGDP9N,1,36045,7.6833,AK,0.25683588565224,0.280025869641695,0.00280025869641695,-0.184001985149178,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Alaska,2004,AK,42880.1,SAGDP9N,1,37054,7.4167,AK,0.253977719802408,0.284234223874175,0.00284234223874175,-0.191590958068348,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Alaska,2005,AK,44406.8,SAGDP9N,1,39013,6.9333,AK,0.258602001751399,0.281165023845375,0.00281165023845375,-0.18293367981413,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Alaska,2006,AK,47546.2,SAGDP9N,1,41013,6.6333,AK,0.252792631104475,0.286926227970076,0.00286926227970076,-0.185862020979534,,,,,,,,,,,,,,,,,,,0,0,0,,0.417,B19083_001E,ACS1
Alaska,2007,AK,50126.7,SAGDP9N,1,43747,6.2583,AK,0.254684895757065,0.284624481743643,0.00284624481743643,-0.184608193180686,,,,,,,,,,,,,,,,,,,0,0,0,,0.409,B19083_001E,ACS1
Alaska,2008,AK,49926.6,SAGDP9N,1,47800,6.475,AK,0.247506762568977,0.284909291643233,0.00284909291643233,-0.184200847265983,,,,,,,,,,,,,,,,,,,0,0,0,,0.403,B19083_001E,ACS1
Alaska,2009,AK,54951.9,SAGDP9N,1,47211,7.9833,AK,0.253989662976404,0.281416982752602,0.00281416982752602,-0.179190708756103,,,,,,,,,,,,,,,,,,,0,0,0,,0.402,B19083_001E,ACS1
Alaska,2010,AK,53652.0,SAGDP9N,1,49543,8.1333,AK,0.174413846470116,0.285294045262849,0.00285294045262849,0.10936754988304,,,,,,,,,,,,,,,,,,,0,0,0,,0.422,B19083_001E,ACS1
Alaska,2011,AK,54045.5,SAGDP9N,1,52415,7.7333,AK,0.175990565678799,0.284301740605111,0.00284301740605111,0.109421932758886,,,,,,,,,,,,,,,,,,,0,0,0,,0.4099,B19083_001E,ACS1
Alaska,2012,AK,57087.4,SAGDP9N,1,53340,7.25,AK,0.222334022939289,0.281184739589434,0.00281184739589434,0.255431066281424,,,,,,,,,,,,,,,,,,,0,0,0,,0.4232,B19083_001E,ACS1
Alaska,2013,AK,54627.6,SAGDP9N,1,52252,6.9917,AK,0.22117954856665,0.280022444684277,0.00280022444684277,0.241675764546878,,,,,,,,,,,,,,,,,,,0,0,0,,0.4083,B19083_001E,ACS1
Alaska,2014,AK,53303.3,SAGDP9N,1,55098,6.7417,AK,0.21161284635093,0.281956973214784,0.00281956973214784,0.188827400350329,,,,,,,,,,,,,,,,,,,0,0,0,,0.4175,B19083_001E,ACS1
Alaska,2015,AK,53681.1,SAGDP9N,1,56714,6.275,AK,0.210646168184312,0.281456957607785,0.00281456957607785,0.188827400350329,,,,,,,,,,,,,,,,,,,0,0,0,,0.4322,B19083_001E,ACS1
Alaska,2016,AK,53463.9,SAGDP9N,1,55536,6.6,AK,0.210262716572286,0.280854830892364,0.00280854830892364,0.749328584635551,,,,,,,,,,,,,,,,,,,0,0,0,,0.4081,B19083_001E,ACS1
Alaska,2017,AK,53550.9,SAGDP9N,1,56500,6.5083,AK,0.0708654491069076,0.283184716451134,0.00283184716451134,0.520017634062597,,0.40622791,0.36780831,0.54856098,0.5077662,0.98350642,0.70467679,0.874469,0.7799842,0.3387725,0.259737,0.6505188,0.216985,0.1024165,0.1673515,0.2451755,0.2181037,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4241,B19083_001E,ACS1
Alaska,2018,AK,52479.6,SAGDP9N,1,58997,6.0417,AK,0.316135052891858,0.285498759060434,0.00285498759060434,1.1927630440435,,,,,,,,,,,,,,,,,,,0,0,0,,0.4322,B19083_001E,ACS1
Alaska,2019,AK,52377.5,SAGDP9N,1,60504,5.6083,AK,0.318905573076856,0.285179919853356,0.00285179919853356,1.1927630440435,,0.35459099,0.31482671,0.50190811,0.56270869,0.98231062,0.71658874,0.87683584,0.73132552,0.33553803,0.26809621,0.65617908,0.16455897,0.08601464,0.16612853,0.26509321,0.16529309,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4376,B19083_001E,ACS1
Alaska,2020,AK,50332.8,SAGDP9N,1,61853,8.35,AK,0.312876224066184,0.282586395878434,0.00282586395878434,1.56538759650698,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Alaska,2021,AK,51454.1,SAGDP9N,1,65608,6.3833,AK,0.30939040848851,0.278915868720455,0.00278915868720455,1.56538759650698,,0.27299883,0.25729808,0.47676007,0.54963916,0.98856175,0.6649367,0.8465384,0.76054783,0.32940012,0.19123868,0.67152464,0.16534217,0.11027952,0.14243863,0.20734681,0.19226924,0.33217993,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4392,B19083_001E,ACS1
Alaska,2022,AK,50767.1,SAGDP9N,1,68905,4.2333,AK,0.325730680016291,0.285130322831732,0.00285130322831732,1.51174462800689,,,,,,,,,,,,,,,,,,,0,0,0,,0.4278,B19083_001E,ACS1
Alaska,2023,AK,54059.7,SAGDP9N,1,71309,4.2167,AK,0.32516764378081,0.287242161562466,0.00287242161562466,1.51174462800689,,0.3360162,0.2834552,0.4881667,0.6075747,0.9763235,0.6897801,0.7850072,0.6588181,0.309768,0.1871216,0.6401849,0.1393779,0.0885359,0.1261431,0.2785641,0.2265396,0.3459615,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4492,B19083_001E,ACS1
Arizona,2000,AZ,224729.3,SAGDP9N,1,26271,3.9833,AZ,0.0742211856874764,0.28363075710109,0.0028363075710109,-0.697006360959281,0.08363874,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arizona,2001,AZ,230885.6,SAGDP9N,1,26946,4.725,AZ,0.0710400951943789,0.28230257755359,0.0028230257755359,-0.692272890813424,-0.006370814,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arizona,2002,AZ,238257.1,SAGDP9N,1,27325,6.1417,AZ,0.16256588922185,0.282519384216037,0.00282519384216037,-0.638704119304572,-0.16865283,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arizona,2003,AZ,253743.1,SAGDP9N,1,28384,5.7833,AZ,0.162848775115184,0.284934795373337,0.00284934795373337,-0.639021763037734,-0.08039311,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arizona,2004,AZ,264990.0,SAGDP9N,1,30154,4.9667,AZ,-0.329287128244127,0.283648793826031,0.00283648793826031,-1.03753697266448,-0.44193345,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arizona,2005,AZ,283806.2,SAGDP9N,1,32150,4.6667,AZ,-0.340419827119876,0.282058722930909,0.00282058722930909,-1.05451572998929,-0.2515623,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arizona,2006,AZ,296424.4,SAGDP9N,1,34460,4.3083,AZ,0.0461587421043455,0.280857834848921,0.00280857834848921,-0.651205426137245,-0.48514998,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.454,B19083_001E,ACS1
Arizona,2007,AZ,306611.6,SAGDP9N,1,35602,3.75,AZ,0.0541517230494243,0.284490615450865,0.00284490615450865,-0.643412193274146,-0.33415607,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.448,B19083_001E,ACS1
Arizona,2008,AZ,302277.9,SAGDP9N,1,35586,5.7917,AZ,-0.250049857423031,0.284039877050413,0.00284039877050413,-0.890456057324323,-0.22186242,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.453,B19083_001E,ACS1
Arizona,2009,AZ,277412.4,SAGDP9N,1,33467,9.6667,AZ,-0.227274408992036,0.28484222683939,0.0028484222683939,-0.876909931774991,0.30606547,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.451,B19083_001E,ACS1
Arizona,2010,AZ,282252.5,SAGDP9N,1,33778,10.3,AZ,-0.238912286453884,0.2837581566473,0.002837581566473,-0.355085085203909,0.3625766,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.455,B19083_001E,ACS1
Arizona,2011,AZ,290411.3,SAGDP9N,1,35263,9.4333,AZ,-0.247490439823886,0.283951161590962,0.00283951161590962,-0.360289453382254,,,,,,,,,,,,,,,,,,,0,0,0,,0.46,B19083_001E,ACS1
Arizona,2012,AZ,297077.3,SAGDP9N,1,36364,8.35,AZ,0.475004058271748,0.285081263490934,0.00285081263490934,0.272403801794849,,,,,,,,,,,,,,,,,,,0,0,0,,0.4608,B19083_001E,ACS1
Arizona,2013,AZ,298859.9,SAGDP9N,1,36918,7.8167,AZ,0.457594640346875,0.28557269009854,0.0028557269009854,0.228474762335935,,,,,,,,,,,,,,,,,,,0,0,0,,0.4681,B19083_001E,ACS1
Arizona,2014,AZ,301721.2,SAGDP9N,1,38268,6.7917,AZ,0.815560149247843,0.281720484902005,0.00281720484902005,0.581948823032206,,,,,,,,,,,,,,,,,,,0,0,0,,0.4676,B19083_001E,ACS1
Arizona,2015,AZ,308582.8,SAGDP9N,1,39888,6.075,AZ,0.815983110973197,0.282481398643053,0.00282481398643053,0.581948823032206,,,,,,,,,,,,,,,,,,,0,0,0,,0.4702,B19083_001E,ACS1
Arizona,2016,AZ,319008.4,SAGDP9N,1,41173,5.4833,AZ,0.595344088630808,0.286393633981455,0.00286393633981455,0.513093927031578,,,,,,,,,,,,,,,,,,,0,0,0,,0.4713,B19083_001E,ACS1
Arizona,2017,AZ,333099.0,SAGDP9N,1,43255,4.975,AZ,0.59307640938313,0.284812246318843,0.00284812246318843,0.513093927031578,,0.30037335,0.25365473,0.51994809,0.47172193,0.97208314,0.64905807,0.848776,0.6981574,0.2496545,0.2538105,0.5279256,0.1134499,0.0737406,0.0656714,0.1560887,0.1587297,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4668,B19083_001E,ACS1
Arizona,2018,AZ,346398.3,SAGDP9N,1,45297,4.8083,AZ,0.689632598425898,0.285234731545057,0.00285234731545057,0.629944129101415,,,,,,,,,,,,,,,,,,,0,0,0,,0.4613,B19083_001E,ACS1
Arizona,2019,AZ,359576.7,SAGDP9N,1,47718,4.8083,AZ,0.683502175656244,0.283519415915889,0.00283519415915889,0.629944129101415,,0.26187585,0.24043848,0.46569915,0.46904238,0.98152224,0.66310131,0.84793223,0.68208723,0.22278565,0.21502534,0.50964866,0.07862534,0.0670586,0.08724856,0.17470646,0.17413293,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4591,B19083_001E,ACS1
Arizona,2020,AZ,365027.7,SAGDP9N,1,52038,7.825,AZ,0.643390997795391,0.282541128297489,0.00282541128297489,1.12793351187639,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Arizona,2021,AZ,395035.9,SAGDP9N,1,56963,5.0667,AZ,0.642027821547957,0.28739763383462,0.0028739763383462,1.12793351187639,,0.2345181,0.2289331,0.48510914,0.465799,0.98007615,0.6477308,0.87769866,0.68791092,0.25606871,0.18686125,0.5899102,0.08947653,0.08175834,0.0583371,0.15644343,0.19301261,0.40522914,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4629,B19083_001E,ACS1
Arizona,2022,AZ,410228.4,SAGDP9N,1,58873,3.775,AZ,0.550501292409577,0.286631023936873,0.00286631023936873,1.02450670127353,,,,,,,,,,,,,,,,,,,0,0,0,,0.4665,B19083_001E,ACS1
Arizona,2023,AZ,422399.6,SAGDP9N,1,62194,3.9083,AZ,0.55606614643397,0.283291354216619,0.00283291354216619,1.02450670127353,,0.2998256,0.2315749,0.4934512,0.5238702,0.9537827,0.6733648,0.7727563,0.6291738,0.2369221,0.1851728,0.5541019,0.0786708,0.0940182,0.0791832,0.2026567,0.205149,0.3387186,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.465,B19083_001E,ACS1
Arkansas,2000,AR,95509.8,SAGDP9N,1,22731,4.175,AR,0.110983562478942,0.281304232195936,0.00281304232195936,-0.297861040386647,-0.26459432,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arkansas,2001,AR,95528.7,SAGDP9N,1,23841,4.7583,AR,0.0639465836465728,0.284577048262261,0.00284577048262261,-0.312610118988968,-0.5014189,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arkansas,2002,AR,98556.6,SAGDP9N,1,24280,5.3333,AR,0.0207002304459738,0.285350940357732,0.00285350940357732,-0.249628795004479,-0.4869876,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arkansas,2003,AR,102948.0,SAGDP9N,1,25564,5.7583,AR,0.0409774793502825,0.286413225200998,0.00286413225200998,-0.23793103020069,-0.90440214,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arkansas,2004,AR,108581.8,SAGDP9N,1,27024,5.5833,AR,-0.0923658027163034,0.281396608605084,0.00281396608605084,-0.425903606975843,-1.0255421,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arkansas,2005,AR,112451.1,SAGDP9N,1,28043,5.2583,AR,-0.121117251615204,0.284793584976274,0.00284793584976274,-0.469303316632659,-1.2284127,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Arkansas,2006,AR,114890.4,SAGDP9N,1,29376,5.25,AR,-0.110003442391622,0.282463816849953,0.00282463816849953,-0.354170008684297,-1.3362135,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.46,B19083_001E,ACS1
Arkansas,2007,AR,114026.7,SAGDP9N,1,31036,5.3917,AR,-0.106257016746296,0.281452715483386,0.00281452715483386,-0.352068408428307,-1.2038096,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.462,B19083_001E,ACS1
Arkansas,2008,AR,113628.0,SAGDP9N,1,32157,5.4417,AR,-0.106944122382196,0.284058681289823,0.00284058681289823,-0.439741908054818,-1.2004324,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.459,B19083_001E,ACS1
Arkansas,2009,AR,109833.1,SAGDP9N,1,31411,7.725,AR,-0.0808115729341404,0.285913409201902,0.00285913409201902,-0.420141880977654,-0.9078328,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.461,B19083_001E,ACS1
Arkansas,2010,AR,113000.9,SAGDP9N,1,32218,7.8583,AR,-0.220568431303317,0.28187430011978,0.0028187430011978,-0.412556566002387,-0.91477305,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.458,B19083_001E,ACS1
Arkansas,2011,AR,115241.8,SAGDP9N,1,34181,7.9083,AR,-0.219231054529772,0.285282691809713,0.00285282691809713,-0.425720896296678,,,,,,,,,,,,,,,,,,,0,0,0,,0.4684,B19083_001E,ACS1
Arkansas,2012,AR,116616.2,SAGDP9N,1,36289,7.2667,AR,-0.197336613533845,0.286235139546257,0.00286235139546257,-0.218968490452989,,,,,,,,,,,,,,,,,,,0,0,0,,0.4632,B19083_001E,ACS1
Arkansas,2013,AR,119842.8,SAGDP9N,1,36286,7.0417,AR,-0.339321470897344,0.28094962101498,0.0028094962101498,-0.430754510794884,,,,,,,,,,,,,,,,,,,0,0,0,,0.4685,B19083_001E,ACS1
Arkansas,2014,AR,121409.4,SAGDP9N,1,38220,5.9,AR,-0.627816203329531,0.281646740489347,0.00281646740489347,-0.813606998450293,,,,,,,,,,,,,,,,,,,0,0,0,,0.4714,B19083_001E,ACS1
Arkansas,2015,AR,121532.5,SAGDP9N,1,39267,4.95,AR,-0.628400669743531,0.28378476931822,0.0028378476931822,-0.813606998450293,,,,,,,,,,,,,,,,,,,0,0,0,,0.4773,B19083_001E,ACS1
Arkansas,2016,AR,123034.9,SAGDP9N,1,40181,3.9833,AR,-1.14963497882734,0.287074428883133,0.00287074428883133,-0.960065384420388,,,,,,,,,,,,,,,,,,,0,0,0,,0.4719,B19083_001E,ACS1
Arkansas,2017,AR,123882.6,SAGDP9N,1,41403,3.7417,AR,-1.15370219342382,0.286417871871255,0.00286417871871255,-0.960065384420388,,0.29984052,0.28623815,0.48931495,0.49849246,0.95975795,0.71723215,0.8764308,0.7055417,0.3004844,0.2364537,0.4985995,0.1317669,0.0614148,0.0897603,0.1697831,0.1371973,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4725,B19083_001E,ACS1
Arkansas,2018,AR,126371.2,SAGDP9N,1,43031,3.6583,AR,-1.56763804994908,0.287964351875849,0.00287964351875849,-1.29020600387868,,,,,,,,,,,,,,,,,,,0,0,0,,0.4845,B19083_001E,ACS1
Arkansas,2019,AR,127220.0,SAGDP9N,1,43737,3.4917,AR,-1.57127376867972,0.284122760543571,0.00284122760543571,-1.366642987403,,0.29722904,0.29938214,0.54344122,0.49767956,0.98365129,0.6749164,0.83575056,0.66401405,0.26148114,0.19445716,0.47891564,0.10272925,0.07751344,0.11578134,0.19557914,0.14162397,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.475,B19083_001E,ACS1
Arkansas,2020,AR,128340.9,SAGDP9N,1,47100,6.1833,AR,-1.71918814731022,0.285937465422478,0.00285937465422478,-1.37591876035056,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Arkansas,2021,AR,137463.6,SAGDP9N,1,52872,4.0417,AR,-1.66410845724397,0.287359679394169,0.00287359679394169,-1.1466078097776,,0.20878917,0.23134178,0.52439926,0.50704396,0.98348379,0.64969574,0.84187983,0.68718481,0.26805536,0.22213097,0.45516318,0.09579535,0.06026305,0.06849847,0.14412957,0.16648727,0.36033154,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4751,B19083_001E,ACS1
Arkansas,2022,AR,139560.7,SAGDP9N,1,55299,3.2083,AR,-1.50489877388578,0.284237438627495,0.00284237438627495,-1.33200992250385,,,,,,,,,,,,,,,,,,,0,0,0,,0.4799,B19083_001E,ACS1
Arkansas,2023,AR,142860.6,SAGDP9N,1,57603,3.225,AR,-1.50267876959131,0.285680364863614,0.00285680364863614,-1.33200992250385,,0.2822923,0.2575347,0.4646506,0.5203446,0.9859899,0.6753675,0.8129188,0.6492193,0.2549284,0.1532157,0.4496889,0.0882596,0.0553037,0.0704369,0.1702168,0.1653948,0.4225135,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.474,B19083_001E,ACS1
