state_abv,state,year,real_gdp_millions_chained_2017_dollars,manufacturing_va_millions_current_dollars,all_industry_gdp_millions_current_dollars,manufacturing_va_share_pct
OR,Oregon,2023,261951.5,38308.9,318884.1,12.01342431
PA,Pennsylvania,2000,566250.9,75131.9,409330.2,18.35483920
PA,Pennsylvania,2001,577677.5,74262.8,428463.7,17.33234344
PA,Pennsylvania,2002,583507.4,74654.8,440887.5,16.93284568
PA,Pennsylvania,2003,598809.5,73715.8,460478.3,16.00852852
PA,Pennsylvania,2004,614957.1,71809.6,486384.5,14.76395732
PA,Pennsylvania,2005,626290.1,72718.2,510763.9,14.23714558
PA,Pennsylvania,2006,626589.9,76554.7,528771.2,14.47784978
PA,Pennsylvania,2007,649638.1,77579.0,563238.6,13.77373639
PA,Pennsylvania,2008,665148.3,77576.6,586886.6,13.21832872
PA,Pennsylvania,2009,645206.7,73397.6,581219.9,12.62819804
PA,Pennsylvania,2010,666805.8,73486.4,604629.6,12.15395343
PA,Pennsylvania,2011,676468.3,73883.5,623767.9,11.84471019
PA,Pennsylvania,2012,689007.0,75383.9,646434.3,11.66149445
PA,Pennsylvania,2013,704195.0,79800.7,670767.4,11.89692582
PA,Pennsylvania,2014,718691.6,85437.6,695546.6,12.28351918
PA,Pennsylvania,2015,734145.1,85246.5,716534.3,11.89705782
PA,Pennsylvania,2016,744847.1,83091.2,733165.9,11.33320576
PA,Pennsylvania,2017,754318.0,86996.0,754318.0,11.53306696
PA,Pennsylvania,2018,763855.4,87745.5,780620.7,11.24047825
PA,Pennsylvania,2019,771852.5,90598.5,802233.1,11.29328870
PA,Pennsylvania,2020,736381.3,86025.8,777000.8,11.07152013
PA,Pennsylvania,2021,765508.8,93634.3,844431.8,11.08843840
PA,Pennsylvania,2022,779360.6,105125.0,919741.1,11.42984694
PA,Pennsylvania,2023,799228.8,110283.0,976360.8,11.29531214
RI,Rhode Island,2000,49113.6,4426.9,34608.5,12.79136628
RI,Rhode Island,2001,49705.2,4391.5,35940.1,12.21894207
RI,Rhode Island,2002,51284.3,4646.6,37891.2,12.26300566
RI,Rhode Island,2003,52933.1,4194.4,39787.1,10.54211038
RI,Rhode Island,2004,55160.5,4631.7,42578.2,10.87810194
RI,Rhode Island,2005,55885.9,4217.7,44413.3,9.49647966
RI,Rhode Island,2006,57415.8,4831.3,47165.3,10.24333567
RI,Rhode Island,2007,56230.5,4250.3,47490.1,8.94986534
RI,Rhode Island,2008,54977.1,4270.2,47138.9,9.05876039
RI,Rhode Island,2009,54481.5,3896.0,47647.2,8.17676590
RI,Rhode Island,2010,56050.6,4049.7,49409.1,8.19626344
RI,Rhode Island,2011,56026.6,4026.9,50123.7,8.03392407
RI,Rhode Island,2012,56487.4,4002.7,51527.5,7.76808500
RI,Rhode Island,2013,57037.2,4376.2,52994.2,8.25788483
RI,Rhode Island,2014,57602.7,4230.6,54612.5,7.74657816
RI,Rhode Island,2015,58387.9,4747.1,56604.0,8.38650979
RI,Rhode Island,2016,58630.0,4765.2,57714.6,8.25648969
RI,Rhode Island,2017,58771.6,4696.4,58771.6,7.99093440
RI,Rhode Island,2018,58740.1,4950.4,60064.9,8.24175184
RI,Rhode Island,2019,60157.6,4734.1,62814.7,7.53661165
RI,Rhode Island,2020,58231.7,4784.4,62124.9,7.70125988
RI,Rhode Island,2021,60803.0,5010.5,67228.3,7.45296252
RI,Rhode Island,2022,62279.4,5259.1,72869.2,7.21717818
RI,Rhode Island,2023,63277.0,5506.6,77573.9,7.09852154
SC,South Carolina,2000,161880.2,24191.4,115332.7,20.97531749
SC,South Carolina,2001,162837.1,24889.6,119355.2,20.85338552
SC,South Carolina,2002,167333.0,26115.3,124765.2,20.93155784
SC,South Carolina,2003,174270.8,27053.4,131509.1,20.57150418
SC,South Carolina,2004,177169.4,24238.3,136679.9,17.73362433
SC,South Carolina,2005,183267.5,24572.8,145195.8,16.92390551
SC,South Carolina,2006,187386.1,25459.4,153453.4,16.59096507
SC,South Carolina,2007,193386.6,26521.3,162476.3,16.32318067
SC,South Carolina,2008,192497.1,25661.8,164471.2,15.60261006
SC,South Carolina,2009,184081.3,25049.4,162380.4,15.42636919
SC,South Carolina,2010,188777.2,26444.7,166767.4,15.85723589
SC,South Carolina,2011,193221.0,28241.8,172844.7,16.33940757
SC,South Carolina,2012,195406.1,29085.7,178503.9,16.29415380
SC,South Carolina,2013,200147.3,29559.3,186268.3,15.86920587
SC,South Carolina,2014,206077.9,30802.4,195744.4,15.73603127
SC,South Carolina,2015,213212.4,33903.0,207510.0,16.33800781
SC,South Carolina,2016,220559.3,34739.4,217555.5,15.96806332
SC,South Carolina,2017,224937.6,33153.5,224937.6,14.73897650
SC,South Carolina,2018,231663.3,34949.5,236561.7,14.77394692
SC,South Carolina,2019,239021.3,37236.1,249575.7,14.91976182
SC,South Carolina,2020,233650.1,34290.9,249430.2,13.74769374
SC,South Carolina,2021,245752.1,35991.1,272384.7,13.21333394
SC,South Carolina,2022,254504.5,40098.6,301945.1,13.28009628
SC,South Carolina,2023,262298.5,43398.2,327420.1,13.25459249
