state_abv,state,year,real_gdp_millions_chained_2017_dollars,manufacturing_va_millions_current_dollars,all_industry_gdp_millions_current_dollars,manufacturing_va_share_pct
MD,Maryland,2017,399714.5,21032.4,399714.5,5.26185565
MD,Maryland,2018,402480.9,21682.5,410771.8,5.27847822
MD,Maryland,2019,402506.2,21913.4,419391.6,5.22504504
MD,Maryland,2020,388782.8,23127.2,413455.4,5.59363839
MD,Maryland,2021,406953.1,24581.5,447753.6,5.48996144
MD,Maryland,2022,416406.2,26506.0,484907.6,5.46619603
MD,Maryland,2023,422866.3,28170.2,515607.3,5.46349906
MA,Massachusetts,2000,382599.6,40869.0,287091.4,14.23553614
MA,Massachusetts,2001,388180.8,36888.6,294876.4,12.50985159
MA,Massachusetts,2002,388451.6,37006.0,299915.8,12.33879642
MA,Massachusetts,2003,397069.9,40186.5,309736.1,12.97443211
MA,Massachusetts,2004,407886.0,37924.6,324919.0,11.67201672
MA,Massachusetts,2005,417075.6,38389.7,340637.8,11.26994714
MA,Massachusetts,2006,426926.1,40881.8,358418.3,11.40616983
MA,Massachusetts,2007,440373.8,44892.5,377985.6,11.87677520
MA,Massachusetts,2008,447526.8,41815.4,387923.4,10.77929303
MA,Massachusetts,2009,441307.6,40409.2,388963.9,10.38893327
MA,Massachusetts,2010,462330.8,44389.8,409270.0,10.84609182
MA,Massachusetts,2011,472664.3,44472.1,423684.9,10.49650342
MA,Massachusetts,2012,483286.3,45685.8,441373.9,10.35081594
MA,Massachusetts,2013,486991.8,45318.8,452580.4,10.01342524
MA,Massachusetts,2014,496250.9,47340.3,469824.9,10.07615816
MA,Massachusetts,2015,514398.7,49466.0,497767.0,9.93758124
MA,Massachusetts,2016,521662.8,48256.1,514108.0,9.38637407
MA,Massachusetts,2017,530129.4,46542.2,530129.4,8.77940367
MA,Massachusetts,2018,549262.1,49650.4,559605.0,8.87240107
MA,Massachusetts,2019,566326.8,49391.9,588069.5,8.39899026
MA,Massachusetts,2020,559765.0,49248.7,592653.0,8.30987104
MA,Massachusetts,2021,595911.8,53687.2,649511.4,8.26578256
MA,Massachusetts,2022,608052.9,59828.3,695612.1,8.60081359
MA,Massachusetts,2023,615504.5,61891.5,736296.3,8.40578718
MI,Michigan,2000,467654.4,87911.2,351879.5,24.98332526
MI,Michigan,2001,453301.5,80179.9,349127.5,22.96579330
MI,Michigan,2002,465788.4,84065.3,363372.1,23.13477012
MI,Michigan,2003,477085.4,85421.5,376123.8,22.71100632
MI,Michigan,2004,485082.7,80560.4,388764.6,20.72215423
MI,Michigan,2005,493796.3,80485.3,402828.8,19.98002625
MI,Michigan,2006,483763.6,77228.7,402537.3,19.18547672
MI,Michigan,2007,482935.1,80307.5,410613.0,19.55795360
MI,Michigan,2008,455256.7,67681.0,391633.6,17.28171434
MI,Michigan,2009,416297.1,54461.3,371707.0,14.65167457
MI,Michigan,2010,441271.5,67336.9,393179.6,17.12624460
MI,Michigan,2011,453989.1,72795.7,408354.1,17.82661176
MI,Michigan,2012,463302.6,78166.2,426141.1,18.34279773
MI,Michigan,2013,472779.9,84111.0,441470.8,19.05244922
MI,Michigan,2014,479534.9,85527.7,456123.5,18.75099617
MI,Michigan,2015,490618.7,90437.3,479222.7,18.87166447
MI,Michigan,2016,500159.5,92515.9,494752.5,18.69943052
MI,Michigan,2017,505101.5,93889.7,505101.5,18.58828374
MI,Michigan,2018,516843.0,96659.6,525240.8,18.40291158
MI,Michigan,2019,521085.1,94947.6,540237.3,17.57516558
MI,Michigan,2020,501893.8,89229.2,529675.6,16.84600914
MI,Michigan,2021,530380.9,93614.8,575116.4,16.27753964
MI,Michigan,2022,543720.9,102833.3,627009.1,16.40060726
MI,Michigan,2023,554256.2,111168.7,673818.1,16.49832499
MN,Minnesota,2000,263345.6,31101.2,192389.5,16.16574709
MN,Minnesota,2001,263518.7,28762.0,196869.4,14.60968541
MN,Minnesota,2002,268982.8,29581.3,204061.1,14.49629547
MN,Minnesota,2003,280796.9,32452.2,215975.1,15.02589882
MN,Minnesota,2004,293753.9,34585.0,231949.4,14.91057964
MN,Minnesota,2005,301761.2,36547.1,244635.4,14.93941596
MN,Minnesota,2006,302272.7,37133.1,252357.6,14.71447660
MN,Minnesota,2007,304208.0,35950.9,261250.7,13.76107318
MN,Minnesota,2008,309290.4,37391.4,268771.5,13.91196611
MN,Minnesota,2009,296875.2,36352.9,262628.8,13.84193203
MN,Minnesota,2010,308091.9,37398.5,274649.2,13.61682466
MN,Minnesota,2011,315213.3,40354.4,287070.8,14.05729876
MN,Minnesota,2012,321053.9,42089.9,298641.4,14.09379276
MN,Minnesota,2013,329774.5,43414.3,311752.1,13.92590459
MN,Minnesota,2014,338623.9,46062.9,324701.5,14.18622951
MN,Minnesota,2015,345456.2,46622.1,336762.0,13.84422827
MN,Minnesota,2016,350603.6,45908.2,345248.8,13.29713528
MN,Minnesota,2017,354721.9,46000.9,354721.9,12.96815900
MN,Minnesota,2018,364799.7,48716.6,372439.2,13.08041688
MN,Minnesota,2019,369617.4,48167.9,384850.2,12.51601272
MN,Minnesota,2020,357475.6,45557.6,378746.6,12.02851722
MN,Minnesota,2021,377947.0,49291.2,416538.7,11.83352231
MN,Minnesota,2022,384727.7,54811.3,454992.8,12.04663019
MN,Minnesota,2023,390907.9,58143.2,483162.1,12.03389090
MS,Mississippi,2000,93957.0,11429.0,66051.5,17.30316495
MS,Mississippi,2001,93515.5,11049.3,67750.2,16.30888174
MS,Mississippi,2002,94561.5,10829.8,69704.9,15.53664090
MS,Mississippi,2003,98762.1,12454.1,74418.4,16.73524290
MS,Mississippi,2004,101369.5,12296.3,78680.1,15.62822111
MS,Mississippi,2005,103691.8,13299.9,82991.6,16.02559777
MS,Mississippi,2006,105879.9,14974.0,87596.7,17.09425127
MS,Mississippi,2007,107713.9,15540.9,91876.5,16.91498914
MS,Mississippi,2008,109434.0,15343.5,95179.3,16.12062707
MS,Mississippi,2009,105360.0,13511.5,92378.0,14.62631795
MS,Mississippi,2010,106711.8,14108.0,94788.3,14.88369345
MS,Mississippi,2011,106491.1,14660.6,96799.1,15.14538875
MS,Mississippi,2012,108646.5,16513.5,100905.4,16.36532832
MS,Mississippi,2013,109032.7,15127.6,103042.6,14.68091838
MS,Mississippi,2014,109299.6,15833.5,105219.5,15.04806619
MS,Mississippi,2015,109401.7,16057.5,106623.9,15.05994435
MS,Mississippi,2016,109911.0,15899.0,107795.4,14.74923791
MS,Mississippi,2017,110281.4,16396.9,110281.4,14.86823707
MS,Mississippi,2018,110174.8,16730.9,113166.4,14.78433528
MS,Mississippi,2019,111207.8,16728.5,116135.7,14.40427018
MS,Mississippi,2020,110322.8,16167.4,116709.4,13.85269738
MS,Mississippi,2021,115675.1,19079.4,129944.7,14.68270734
MS,Mississippi,2022,116557.1,22178.9,142762.3,15.53554405
MS,Mississippi,2023,119548.4,22954.8,151146.7,15.18709969
