state_abv,state,year,real_gdp_millions_chained_2017_dollars,manufacturing_va_millions_current_dollars,all_industry_gdp_millions_current_dollars,manufacturing_va_share_pct
NE,Nebraska,2003,88310.7,7602.2,66471.7,11.43674677
NE,Nebraska,2004,90607.6,7595.0,70445.4,10.78139950
NE,Nebraska,2005,94556.0,8254.6,74886.7,11.02278509
NE,Nebraska,2006,97322.8,9435.3,79287.5,11.90011036
NE,Nebraska,2007,99780.7,9144.8,84291.9,10.84896651
NE,Nebraska,2008,99860.1,9930.8,86146.6,11.52779100
NE,Nebraska,2009,99986.4,10233.1,87325.5,11.71834115
NE,Nebraska,2010,103940.8,10890.1,91940.7,11.84469990
NE,Nebraska,2011,109734.2,12108.5,100526.5,12.04508264
NE,Nebraska,2012,109686.3,12751.3,102949.7,12.38595159
NE,Nebraska,2013,111382.2,13147.1,107247.0,12.25871120
NE,Nebraska,2014,115651.9,12777.9,112763.3,11.33161232
NE,Nebraska,2015,119640.8,12371.1,117402.3,10.53735745
NE,Nebraska,2016,121303.1,12111.3,119389.8,10.14433394
NE,Nebraska,2017,123219.9,11914.8,123219.9,9.66954201
NE,Nebraska,2018,125543.4,13624.5,127954.4,10.64793395
NE,Nebraska,2019,127568.9,14041.9,132848.2,10.56988352
NE,Nebraska,2020,126734.9,14898.3,135149.4,11.02357835
NE,Nebraska,2021,134939.9,17934.4,150836.1,11.88999185
NE,Nebraska,2022,139440.9,19105.3,167480.2,11.40749772
NE,Nebraska,2023,145019.6,21047.4,181285.0,11.61011667
NV,Nevada,2000,114810.2,2785.8,77181.5,3.60941417
NV,Nevada,2001,116267.3,2869.7,80968.6,3.54421344
NV,Nevada,2002,120180.1,3156.2,85541.0,3.68969266
NV,Nevada,2003,125905.4,3418.2,91365.0,3.74125759
NV,Nevada,2004,139373.0,4515.0,104132.0,4.33584297
NV,Nevada,2005,150680.9,5035.8,117165.1,4.29803756
NV,Nevada,2006,156297.9,5304.6,126613.4,4.18960394
NV,Nevada,2007,157734.3,6172.9,132045.4,4.67483154
NV,Nevada,2008,152745.6,6167.1,130570.9,4.72318105
NV,Nevada,2009,140304.3,5476.2,122471.2,4.47141859
NV,Nevada,2010,142614.2,5136.0,125149.0,4.10390814
NV,Nevada,2011,144341.2,5301.0,128638.4,4.12085349
NV,Nevada,2012,142986.1,6018.4,130238.2,4.62107124
NV,Nevada,2013,144549.3,6147.6,133592.5,4.60175534
NV,Nevada,2014,145303.6,6072.1,136918.4,4.43483126
NV,Nevada,2015,151055.9,5799.2,145786.8,3.97786357
NV,Nevada,2016,156007.4,5978.1,153318.0,3.89915078
NV,Nevada,2017,163199.1,7081.0,163199.1,4.33887197
NV,Nevada,2018,168638.5,7478.9,172547.9,4.33439062
NV,Nevada,2019,176029.7,7910.5,184611.1,4.28495361
NV,Nevada,2020,166077.0,7852.0,176296.3,4.45386545
NV,Nevada,2021,182474.1,8743.8,201705.7,4.33492955
NV,Nevada,2022,190463.3,10162.9,227320.6,4.47073428
NV,Nevada,2023,195405.6,10964.2,245978.8,4.45737600
NH,New Hampshire,2000,60742.5,7684.7,45604.9,16.85060158
NH,New Hampshire,2001,61719.4,6509.6,47037.3,13.83922972
NH,New Hampshire,2002,63474.2,6541.6,49109.6,13.32040986
NH,New Hampshire,2003,66119.4,6908.9,51609.7,13.38682457
NH,New Hampshire,2004,68428.1,6900.4,54545.7,12.65067641
NH,New Hampshire,2005,69556.1,6486.9,56914.6,11.39760272
NH,New Hampshire,2006,71424.5,7071.5,60152.7,11.75591453
NH,New Hampshire,2007,71943.5,7204.7,61984.8,11.62333346
NH,New Hampshire,2008,71195.6,6830.5,62095.3,11.00002738
NH,New Hampshire,2009,70498.6,6699.9,63052.2,10.62595754
NH,New Hampshire,2010,72950.4,7125.2,65310.8,10.90968109
NH,New Hampshire,2011,73465.0,7436.0,66557.3,11.17232820
NH,New Hampshire,2012,74082.8,7158.6,68412.0,10.46395369
NH,New Hampshire,2013,75503.4,7801.2,70897.4,11.00350648
NH,New Hampshire,2014,76836.2,7205.0,73455.1,9.80871308
NH,New Hampshire,2015,79319.3,8180.9,77385.8,10.57157773
NH,New Hampshire,2016,80736.1,8489.7,79759.7,10.64409721
NH,New Hampshire,2017,81179.6,8187.4,81179.6,10.08553873
NH,New Hampshire,2018,82269.5,8334.7,83859.4,9.93889773
NH,New Hampshire,2019,84438.2,8820.7,87868.2,10.03855775
NH,New Hampshire,2020,83152.6,8636.6,88527.7,9.75581654
NH,New Hampshire,2021,89949.3,9210.1,99092.6,9.29443773
NH,New Hampshire,2022,91416.1,9873.0,106488.0,9.27146721
NH,New Hampshire,2023,93466.7,10014.4,114100.8,8.77680086
NJ,New Jersey,2000,503901.5,49852.9,360530.4,13.82765503
NJ,New Jersey,2001,509631.5,48438.2,372819.2,12.99241026
NJ,New Jersey,2002,517752.2,44997.4,385045.6,11.68625223
NJ,New Jersey,2003,529815.9,47735.9,399996.5,11.93407942
NJ,New Jersey,2004,536174.0,45757.4,415490.8,11.01285516
NJ,New Jersey,2005,546357.8,44892.9,436064.4,10.29501606
NJ,New Jersey,2006,555211.0,47897.0,457681.5,10.46513787
NJ,New Jersey,2007,560823.8,49495.1,474539.6,10.43013059
NJ,New Jersey,2008,573202.7,53666.3,493289.4,10.87927290
NJ,New Jersey,2009,546362.2,45964.2,481452.7,9.54698146
NJ,New Jersey,2010,554764.4,47072.8,491229.0,9.58265900
NJ,New Jersey,2011,548479.3,44417.7,494292.8,8.98611107
NJ,New Jersey,2012,560729.7,43333.4,516098.2,8.39634783
NJ,New Jersey,2013,570952.4,43266.4,534212.1,8.09910521
NJ,New Jersey,2014,570696.4,45240.7,543824.1,8.31899506
NJ,New Jersey,2015,581414.9,44681.0,565807.7,7.89685259
NJ,New Jersey,2016,587049.7,48078.4,578651.4,8.30869847
NJ,New Jersey,2017,590086.7,46725.3,590086.7,7.91837877
NJ,New Jersey,2018,606892.2,55907.4,619340.2,9.02692898
NJ,New Jersey,2019,618691.0,55061.0,643317.7,8.55891265
NJ,New Jersey,2020,597221.4,51982.6,631552.3,8.23092561
NJ,New Jersey,2021,632463.3,57266.2,695443.2,8.23448989
NJ,New Jersey,2022,650235.8,63125.1,758288.7,8.32467898
NJ,New Jersey,2023,663888.5,67464.8,806665.2,8.36342016
NM,New Mexico,2000,72733.8,7526.9,55002.2,13.68472534
NM,New Mexico,2001,72996.4,5166.3,55660.2,9.28185669
NM,New Mexico,2002,75345.9,4505.5,57718.3,7.80601646
NM,New Mexico,2003,78766.8,6190.3,62867.9,9.84651945
NM,New Mexico,2004,85751.0,9288.7,70593.4,13.15802894
NM,New Mexico,2005,86295.9,7638.3,74130.9,10.30380044
NM,New Mexico,2006,88554.5,6768.8,78008.2,8.67703652
NM,New Mexico,2007,89392.3,5319.5,81100.3,6.55916193
NM,New Mexico,2008,89012.9,3536.0,84339.7,4.19256886
NM,New Mexico,2009,90829.2,5542.5,82641.3,6.70669508
NM,New Mexico,2010,90721.0,5012.7,84862.6,5.90684235
NM,New Mexico,2011,90552.3,4029.3,87056.0,4.62840011
NM,New Mexico,2012,90762.4,3693.8,87681.0,4.21277130
NM,New Mexico,2013,90104.0,3240.3,88773.3,3.65008398
NM,New Mexico,2014,92621.1,3506.1,92523.4,3.78941976
NM,New Mexico,2015,93503.9,3905.0,90779.4,4.30163671
NM,New Mexico,2016,93043.5,3636.2,90476.0,4.01896636
NM,New Mexico,2017,93210.1,3555.4,93210.1,3.81439350
NM,New Mexico,2018,96077.0,3859.5,98838.2,3.90486674
NM,New Mexico,2019,100342.2,4360.9,103821.0,4.20040262
NM,New Mexico,2020,97622.4,3773.5,100656.4,3.74889227
NM,New Mexico,2021,100917.6,4325.8,112978.5,3.82887009
NM,New Mexico,2022,103301.6,4734.4,128138.8,3.69474351
NM,New Mexico,2023,110323.7,5062.8,135009.6,3.74995556
NY,New York,2000,1217036.4,64946.2,839853.0,7.73304376
NY,New York,2001,1240755.2,61461.9,876285.2,7.01391510
NY,New York,2002,1228580.8,63442.6,885386.2,7.16552844
NY,New York,2003,1236563.1,61707.8,908535.2,6.79200982
NY,New York,2004,1269433.1,63388.0,958565.3,6.61279936
NY,New York,2005,1301438.0,65039.7,1009851.0,6.44052439
NY,New York,2006,1339568.5,69442.0,1072271.8,6.47615651
NY,New York,2007,1353798.9,68547.6,1116265.3,6.14079825
NY,New York,2008,1328095.7,66555.5,1107860.2,6.00757207
NY,New York,2009,1379504.6,69382.2,1155492.3,6.00455754
NY,New York,2010,1431624.0,68497.2,1217748.0,5.62490762
NY,New York,2011,1440346.8,63986.3,1245769.4,5.13628766
NY,New York,2012,1496280.1,62889.0,1324471.3,4.74823426
NY,New York,2013,1501818.0,63584.0,1364632.9,4.65942159
NY,New York,2014,1535375.9,65896.9,1434606.3,4.59337869
NY,New York,2015,1565835.2,69814.4,1498474.7,4.65903095
NY,New York,2016,1590567.8,68208.2,1556830.0,4.38122338
NY,New York,2017,1624800.7,69419.6,1624800.7,4.27249939
NY,New York,2018,1665186.8,68628.3,1710665.6,4.01178933
NY,New York,2019,1704364.3,72382.3,1787470.9,4.04942536
NY,New York,2020,1656784.8,68995.3,1773369.8,3.89063240
NY,New York,2021,1736222.3,76599.0,1923413.3,3.98245141
NY,New York,2022,1765102.1,82496.9,2052758.8,4.01883066
NY,New York,2023,1791210.7,85901.8,2172009.6,3.95494569
