state,state_abbr,year,resident_population,real_gdp_millions_chained_2017_dollars,real_gdp_per_capita_chained_2017_dollars,gini_index,activity_rate_percent,land_area_sqmi_2020,population_density_per_sqmi
New Jersey,NJ,2023,9290841,663888.5,71456.233079,0.4794,64.5,7354.758726104268,1263.2421192858426
New Mexico,NM,2000,1821204,72733.8,39937.206376,,63.2,121312.7425879337,15.012470752442992
New Mexico,NM,2001,1831690,72996.4,39851.940012,,63.3,121312.7425879337,15.098908498192571
New Mexico,NM,2002,1855309,75345.9,40610.971003,,63.2,121312.7425879337,15.293603626636148
New Mexico,NM,2003,1877574,78766.8,41951.369160,,63.2,121312.7425879337,15.477137520314802
New Mexico,NM,2004,1903808,85751.0,45041.831949,,62.9,121312.7425879337,15.693388504674374
New Mexico,NM,2005,1932274,86295.9,44660.281099,,62.9,121312.7425879337,15.92803821576607
New Mexico,NM,2006,1962137,88554.5,45131.660022,0.457,62.4,121312.7425879337,16.17420361737962
New Mexico,NM,2007,1990070,89392.3,44919.173697,0.459,61.9,121312.7425879337,16.404459725716737
New Mexico,NM,2008,2010662,89012.9,44270.444262,0.46,62.0,121312.7425879337,16.574202817503437
New Mexico,NM,2009,2036802,90829.2,44594.025340,0.453,60.6,121312.7425879337,16.789678945092035
New Mexico,NM,2010,2064898,90721.0,43934.857799,0.464,59.6,121312.7425879337,17.021278688042653
New Mexico,NM,2011,2082130,90552.3,43490.223953,0.4821,58.7,121312.7425879337,17.16332477184551
New Mexico,NM,2012,2090282,90762.4,43421.126910,0.4713,58.5,121312.7425879337,17.23052298883488
New Mexico,NM,2013,2096538,90104.0,42977.518175,0.4759,58.1,121312.7425879337,17.282092179890515
New Mexico,NM,2014,2095081,92621.1,44208.839658,0.477,58.1,121312.7425879337,17.27008189994038
New Mexico,NM,2015,2096056,93503.9,44609.447458,0.4795,58.2,121312.7425879337,17.278118978149976
New Mexico,NM,2016,2099682,93043.5,44313.138847,0.4769,58.2,121312.7425879337,17.30800866593254
New Mexico,NM,2017,2101111,93210.1,44362.292140,0.4776,58.0,121312.7425879337,17.319788137482814
New Mexico,NM,2018,2103161,96077.0,45682.189809,0.4891,57.7,121312.7425879337,17.336686609615814
New Mexico,NM,2019,2110180,100342.2,47551.488499,0.4768,58.0,121312.7425879337,17.394545329567777
New Mexico,NM,2020,2118488,97622.4,46081.167323,,55.9,121312.7425879337,17.463029479070688
New Mexico,NM,2021,2116950,100917.6,47671.225112,0.4861,56.3,121312.7425879337,17.450351503392366
New Mexico,NM,2022,2113476,103301.6,48877.583658,0.4796,56.5,121312.7425879337,17.421714775494785
New Mexico,NM,2023,2114371,110323.7,52178.023630,0.4771,57.3,121312.7425879337,17.42909240113334
New York,NY,2000,19001780,1217036.4,64048.547031,,62.8,47123.58345350337,403.2329166721578
New York,NY,2001,19082838,1240755.2,65019.427404,,62.3,47123.58345350337,404.9530320381715
New York,NY,2002,19137800,1228580.8,64196.553418,,63.1,47123.58345350337,406.11936948477575
New York,NY,2003,19175939,1236563.1,64485.139424,,62.6,47123.58345350337,406.9287094628704
New York,NY,2004,19171567,1269433.1,66214.363176,,62.8,47123.58345350337,406.8359321382361
New York,NY,2005,19132610,1301438.0,68021.979228,,63.0,47123.58345350337,406.0092335481672
New York,NY,2006,19104631,1339568.5,70117.475705,0.495,63.1,47123.58345350337,405.415496867942
New York,NY,2007,19132335,1353798.9,70759.732150,0.5,62.6,47123.58345350337,406.0033978289828
New York,NY,2008,19212436,1328095.7,69126.876987,0.503,63.2,47123.58345350337,407.70320489223457
New York,NY,2009,19307066,1379504.6,71450.763156,0.502,63.1,47123.58345350337,409.71132891559904
New York,NY,2010,19420354,1431624.0,73717.708750,0.499,62.6,47123.58345350337,412.1153905700312
New York,NY,2011,19602134,1440346.8,73479.081410,0.5033,61.6,47123.58345350337,415.9729070549428
New York,NY,2012,19758616,1496280.1,75727.981150,0.5009,61.7,47123.58345350337,419.2935798164785
New York,NY,2013,19892558,1501818.0,75496.474611,0.5098,61.6,47123.58345350337,422.1359358128589
New York,NY,2014,20001317,1535375.9,76763.740108,0.5111,60.7,47123.58345350337,424.4438884775223
New York,NY,2015,20087023,1565835.2,77952.576646,0.5138,60.7,47123.58345350337,426.2626381081519
New York,NY,2016,20148134,1590567.8,78943.677861,0.5129,60.6,47123.58345350337,427.55946223572056
New York,NY,2017,20187407,1624800.7,80485.854374,0.5157,60.8,47123.58345350337,428.3928665976522
New York,NY,2018,20219472,1665186.8,82355.602560,0.513,60.6,47123.58345350337,429.0733114545599
New York,NY,2019,20220321,1704364.3,84289.675718,0.5149,60.7,47123.58345350337,429.09132791124216
New York,NY,2020,20104710,1656784.8,82407.793995,,59.1,47123.58345350337,426.6379703452991
New York,NY,2021,19854526,1736222.3,87447.179550,0.514,59.5,47123.58345350337,421.3288664600469
New York,NY,2022,19673200,1765102.1,89721.148568,0.5208,60.3,47123.58345350337,417.4809842169889
New York,NY,2023,19571216,1791210.7,91522.708655,0.5157,61.0,47123.58345350337,415.3168024522335
North Carolina,NC,2000,8081614,384115.3,47529.528136,,67.5,48623.013077331336,166.20965029762317
North Carolina,NC,2001,8210122,387433.9,47189.785974,,67.5,48623.013077331336,168.8525963403873
North Carolina,NC,2002,8326201,393685.9,47282.776383,,66.6,48623.013077331336,171.23992268347888
North Carolina,NC,2003,8422501,404582.5,48035.909999,,67.0,48623.013077331336,173.22046633771194
North Carolina,NC,2004,8553152,420579.4,49172.445433,,66.2,48623.013077331336,175.9074861608605
North Carolina,NC,2005,8705407,442305.6,50808.147166,,65.9,48623.013077331336,179.03882234025048
North Carolina,NC,2006,8917270,470663.9,52781.165088,0.458,66.1,48623.013077331336,183.39608007874247
North Carolina,NC,2007,9118037,477920.8,52414.878334,0.465,65.6,48623.013077331336,187.52513311954635
North Carolina,NC,2008,9309449,492688.8,52923.518889,0.463,65.1,48623.013077331336,191.4617875530257
North Carolina,NC,2009,9449566,473610.5,50119.815026,0.464,64.6,48623.013077331336,194.3434888531313
North Carolina,NC,2010,9571037,482030.4,50363.445466,0.464,63.5,48623.013077331336,196.8417091877455
North Carolina,NC,2011,9641131,484200.3,50222.354618,0.4716,62.8,48623.013077331336,198.28328994475288
North Carolina,NC,2012,9719755,488126.5,50220.041555,0.4691,62.9,48623.013077331336,199.9003020347884
North Carolina,NC,2013,9800429,497456.6,50758.655565,0.4765,61.9,48623.013077331336,201.5594752306513
North Carolina,NC,2014,9876774,509782.4,51614.261904,0.4748,61.1,48623.013077331336,203.12961651084265
North Carolina,NC,2015,9962464,525229.1,52720.802805,0.4776,61.1,48623.013077331336,204.8919507344276
North Carolina,NC,2016,10072775,536308.5,53243.371365,0.478,61.2,48623.013077331336,207.16065012219605
North Carolina,NC,2017,10172498,546810.1,53753.768248,0.4763,61.4,48623.013077331336,209.21159253996436
North Carolina,NC,2018,10273864,556573.7,54173.746119,0.4782,61.2,48623.013077331336,211.29632554157376
North Carolina,NC,2019,10369657,567975.0,54772.785638,0.4743,61.5,48623.013077331336,213.26644203451195
North Carolina,NC,2020,10453812,564504.4,53999.861486,,59.0,48623.013077331336,214.9972068447091
North Carolina,NC,2021,10567100,600217.3,56800.569693,0.4801,59.5,48623.013077331336,217.32713238469617
North Carolina,NC,2022,10695965,619537.2,57922.515640,0.4768,61.4,48623.013077331336,219.97742062979216
North Carolina,NC,2023,10835491,638067.3,58886.791563,0.4732,61.2,48623.013077331336,222.84696719158367
North Dakota,ND,2000,642023,24990.2,38924.150692,,70.8,68995.85995621323,9.305239479694093
North Dakota,ND,2001,639062,25329.8,39635.903872,,70.9,68995.85995621323,9.26232386125149
North Dakota,ND,2002,638168,26592.1,41669.435008,,70.9,68995.85995621323,9.249366562066186
North Dakota,ND,2003,638817,28326.7,44342.432966,,71.6,68995.85995621323,9.258772923555291
North Dakota,ND,2004,644705,28636.2,44417.524294,,72.3,68995.85995621323,9.344111377250004
North Dakota,ND,2005,646089,29629.0,45859.007041,,72.5,68995.85995621323,9.3641705518277
North Dakota,ND,2006,649422,30911.4,47598.325896,0.434,73.3,68995.85995621323,9.41247779811922
North Dakota,ND,2007,652822,32529.0,49828.283973,0.44,73.9,68995.85995621323,9.461756117168475
North Dakota,ND,2008,657569,35030.4,53272.584322,0.451,74.2,68995.85995621323,9.530557346735186
North Dakota,ND,2009,664968,35971.3,54094.783508,0.45,73.1,68995.85995621323,9.637795665160317
North Dakota,ND,2010,675097,38697.4,57321.244206,0.433,73.0,68995.85995621323,9.784601575057346
North Dakota,ND,2011,687257,43300.4,63004.669287,0.4448,72.9,68995.85995621323,9.96084403377468
North Dakota,ND,2012,705347,53326.8,75603.639060,0.4597,72.8,68995.85995621323,10.22303367836322
North Dakota,ND,2013,727655,54690.9,75160.481272,0.455,71.9,68995.85995621323,10.54635742581933
North Dakota,ND,2014,744628,60193.0,80836.337070,0.4664,71.8,68995.85995621323,10.792357693237864
North Dakota,ND,2015,762814,58694.5,76944.707360,0.4664,70.7,68995.85995621323,11.055938725658375
North Dakota,ND,2016,764781,54756.0,71596.966975,0.4533,70.7,68995.85995621323,11.084447682590698
North Dakota,ND,2017,766807,56530.2,73721.549229,0.4546,70.6,68995.85995621323,11.113811763294754
North Dakota,ND,2018,771499,58516.4,75847.667981,0.4427,70.0,68995.85995621323,11.181815843582726
North Dakota,ND,2019,776548,59408.5,76503.319821,0.4558,70.0,68995.85995621323,11.25499414737087
North Dakota,ND,2020,779563,55850.6,71643.472048,,69.0,68995.85995621323,11.298692421468958
North Dakota,ND,2021,777982,56419.2,72519.929767,0.4531,68.4,68995.85995621323,11.275778003111055
North Dakota,ND,2022,778912,55988.0,71879.750216,0.4678,68.8,68995.85995621323,11.289257072733353
North Dakota,ND,2023,783926,60348.6,76982.521309,0.4451,69.0,68995.85995621323,11.361928099707752
Ohio,OH,2000,11363543,541005.9,47608.910355,,67.0,40858.75903510285,278.11767337909794
Ohio,OH,2001,11387404,534612.4,46947.697649,,67.2,40858.75903510285,278.7016607679342
Ohio,OH,2002,11407889,546688.2,47921.942438,,67.0,40858.75903510285,279.2030220545656
Ohio,OH,2003,11434788,557024.5,48713.146234,,67.0,40858.75903510285,279.8613631455637
Ohio,OH,2004,11452251,572308.5,49973.450634,,66.6,40858.75903510285,280.28876232293464
Ohio,OH,2005,11463320,584867.7,51020.795023,,66.7,40858.75903510285,280.5596711870656
Ohio,OH,2006,11481213,582637.6,50747.042146,0.449,67.3,40858.75903510285,280.99759442366286
Ohio,OH,2007,11500468,585403.0,50902.537184,0.448,67.6,40858.75903510285,281.46885200599564
Ohio,OH,2008,11515391,580389.0,50401.154420,0.45,67.2,40858.75903510285,281.83408581026214
Ohio,OH,2009,11528896,550982.4,47791.427731,0.453,66.0,40858.75903510285,282.1646146936381
Ohio,OH,2010,11541932,563816.3,48849.386740,0.452,65.2,40858.75903510285,282.4836650100905
Ohio,OH,2011,11558178,580251.4,50202.670352,0.4594,64.1,40858.75903510285,282.8812786523952
Ohio,OH,2012,11573400,586540.9,50680.085368,0.4615,63.3,40858.75903510285,283.2538303490075
Ohio,OH,2013,11612081,603057.4,51933.619822,0.4652,62.9,40858.75903510285,284.20053066280724
Ohio,OH,2014,11648921,624973.4,53650.754435,0.4637,62.8,40858.75903510285,285.1021733183845
Ohio,OH,2015,11674622,633274.8,54243.709133,0.4637,62.6,40858.75903510285,285.7311938908869
Ohio,OH,2016,11702354,638157.5,54532.404335,0.468,62.8,40858.75903510285,286.40992228731653
Ohio,OH,2017,11737959,652187.5,55562.257459,0.4642,63.0,40858.75903510285,287.2813388658135
Ohio,OH,2018,11763104,656212.0,55785.615769,0.4667,62.8,40858.75903510285,287.89675158499074
Ohio,OH,2019,11788679,674063.9,57178.917163,0.4651,63.2,40858.75903510285,288.5226883633943
Ohio,OH,2020,11798292,655243.3,55537.131985,,61.6,40858.75903510285,288.7579622734937
Ohio,OH,2021,11765227,690478.9,58688.106910,0.4687,61.5,40858.75903510285,287.9487110681012
Ohio,OH,2022,11759697,695257.9,59122.093027,0.4691,61.6,40858.75903510285,287.8133667715393
Ohio,OH,2023,11785935,709816.6,60225.735167,0.4695,62.1,40858.75903510285,288.4555301807965
Oklahoma,OK,2000,3454365,121170.2,35077.416544,,64.2,68596.52743423272,50.35772405989342
Oklahoma,OK,2001,3467100,125695.7,36253.843270,,64.5,68596.52743423272,50.543374857045066
Oklahoma,OK,2002,3489080,127930.2,36665.883270,,64.5,68596.52743423272,50.86379924035038
Oklahoma,OK,2003,3504892,130147.8,37133.184132,,64.2,68596.52743423272,51.09430653556528
Oklahoma,OK,2004,3525233,134606.6,38183.745585,,64.1,68596.52743423272,51.3908375810982
Oklahoma,OK,2005,3548597,140360.1,39553.688401,,64.3,68596.52743423272,51.73143791283365
Oklahoma,OK,2006,3594090,149367.1,41559.087279,0.46,63.7,68596.52743423272,52.394634749490095
Oklahoma,OK,2007,3634349,152879.6,42065.195170,0.463,63.3,68596.52743423272,52.98153034764699
Oklahoma,OK,2008,3668976,158987.8,43333.017169,0.458,63.5,68596.52743423272,53.486322664330935
Oklahoma,OK,2009,3717572,156856.8,42193.345549,0.46,63.6,68596.52743423272,54.19475502698357
Oklahoma,OK,2010,3759558,158086.4,42049.198337,0.454,62.3,68596.52743423272,54.806826826685885
Oklahoma,OK,2011,3786536,163859.3,43274.195729,0.4613,61.6,68596.52743423272,55.20011204109947
Oklahoma,OK,2012,3815196,172016.0,45087.067611,0.4643,62.1,68596.52743423272,55.61791744717456
Oklahoma,OK,2013,3847936,176086.8,45761.364014,0.4619,61.6,68596.52743423272,56.09520108272578
Oklahoma,OK,2014,3871400,186574.4,48193.005114,0.466,61.0,68596.52743423272,56.4372592142033
Oklahoma,OK,2015,3900900,193792.6,49678.945884,0.4702,61.7,68596.52743423272,56.867310138111705
Oklahoma,OK,2016,3916688,190093.5,48534.246282,0.4645,61.2,68596.52743423272,57.09746756138851
Oklahoma,OK,2017,3920316,192538.6,49113.030684,0.4658,61.1,68596.52743423272,57.15035653603054
Oklahoma,OK,2018,3928371,196030.5,49901.218597,0.4687,61.2,68596.52743423272,57.26778230525367
Oklahoma,OK,2019,3943727,200072.2,50731.757041,0.4739,61.2,68596.52743423272,57.491642033644766
Oklahoma,OK,2020,3965234,191560.9,48310.112341,,60.7,68596.52743423272,57.80517102417012
Oklahoma,OK,2021,3991634,194132.8,48634.919935,0.4618,61.0,68596.52743423272,58.19003015607459
Oklahoma,OK,2022,4019271,193940.5,48252.655768,0.4743,61.5,68596.52743423272,58.59292227078838
Oklahoma,OK,2023,4053824,207923.3,51290.657907,0.4737,62.8,68596.52743423272,59.09663581566319
Oregon,OR,2000,3429708,145094.2,42305.117520,,68.6,95995.97228720304,35.72762396466925
Oregon,OR,2001,3467937,144486.5,41663.530797,,67.8,95995.97228720304,36.12585942277395
Oregon,OR,2002,3513424,147432.8,41962.712158,,67.4,95995.97228720304,36.59970221967704
Oregon,OR,2003,3547376,154445.3,43537.899563,,67.0,95995.97228720304,36.953383725172095
Oregon,OR,2004,3569463,163046.1,45678.047370,,66.3,95995.97228720304,37.18346629503159
Oregon,OR,2005,3613202,168734.4,46699.409554,,65.5,95995.97228720304,37.639099994632446
Oregon,OR,2006,3670883,177222.4,48277.866660,0.444,65.4,95995.97228720304,38.23996895429493
Oregon,OR,2007,3722417,180724.3,48550.256460,0.442,65.4,95995.97228720304,38.77680397739172
Oregon,OR,2008,3768748,184842.6,49046.155381,0.447,65.7,95995.97228720304,39.259438809834336
Oregon,OR,2009,3808600,176951.6,46461.061807,0.443,65.3,95995.97228720304,39.67458122727629
Oregon,OR,2010,3837609,180738.2,47096.564554,0.449,65.4,95995.97228720304,39.97677098908432
Oregon,OR,2011,3872651,185959.4,48018.631165,0.4586,64.9,95995.97228720304,40.34180713763397
Oregon,OR,2012,3900064,187352.4,48038.288602,0.4565,63.3,95995.97228720304,40.627371201905184
Oregon,OR,2013,3924055,189609.7,48319.837515,0.46,61.6,95995.97228720304,40.87728793724719
Oregon,OR,2014,3965375,195808.2,49379.491221,0.4624,61.7,95995.97228720304,41.30772266294983
Oregon,OR,2015,4018453,205581.8,51159.438719,0.4622,61.6,95995.97228720304,41.860641694190015
Oregon,OR,2016,4093165,214769.3,52470.227807,0.4583,62.3,95995.97228720304,42.638924347304616
Oregon,OR,2017,4147171,225534.5,54382.734640,0.4593,62.4,95995.97228720304,43.20151045079678
Oregon,OR,2018,4183398,234308.3,56009.086393,0.4582,61.8,95995.97228720304,43.578890867254415
Oregon,OR,2019,4215959,239794.8,56877.877607,0.45,61.5,95995.97228720304,43.91808218147522
Oregon,OR,2020,4245044,237424.2,55929.738302,,61.3,95995.97228720304,44.22106364316596
Oregon,OR,2021,4256465,250325.8,58810.726742,0.4611,61.9,95995.97228720304,44.34003738474993
Oregon,OR,2022,4239379,256062.7,60400.992693,0.4679,62.3,95995.97228720304,44.16205075059322
Oregon,OR,2023,4233358,261951.5,61877.946538,0.4636,62.3,95995.97228720304,44.09932936909623
Pennsylvania,PA,2000,12284173,566250.9,46095.972435,,64.4,44742.26487856989,274.5541164118343
Pennsylvania,PA,2001,12298970,577677.5,46969.583632,,65.0,44742.26487856989,274.8848327946584
Pennsylvania,PA,2002,12331031,583507.4,47320.244349,,65.0,44742.26487856989,275.6014035826374
Pennsylvania,PA,2003,12374658,598809.5,48389.983788,,64.1,44742.26487856989,276.5764771538659
Pennsylvania,PA,2004,12410722,614957.1,49550.469344,,64.4,44742.26487856989,277.38251592051927
Pennsylvania,PA,2005,12449990,626290.1,50304.466108,,64.5,44742.26487856989,278.2601648304833
Pennsylvania,PA,2006,12510809,626589.9,50083.883464,0.455,64.5,44742.26487856989,279.61948359016304
Pennsylvania,PA,2007,12563937,649638.1,51706.570958,0.46,64.6,44742.26487856989,280.80690671557227
Pennsylvania,PA,2008,12612285,665148.3,52738.127944,0.457,65.1,44742.26487856989,281.88749573204734
Pennsylvania,PA,2009,12666858,645206.7,50936.601642,0.46,64.3,44742.26487856989,283.1072149426888
Pennsylvania,PA,2010,12716596,666805.8,52435.871990,0.461,63.2,44742.26487856989,284.2188707816363
Pennsylvania,PA,2011,12773059,676468.3,52960.555494,0.4611,63.0,44742.26487856989,285.4808319307476
Pennsylvania,PA,2012,12816003,689007.0,53761.457453,0.4642,63.4,44742.26487856989,286.4406402935238
Pennsylvania,PA,2013,12847236,704195.0,54812.957433,0.4696,63.0,44742.26487856989,287.13870508941125
Pennsylvania,PA,2014,12880907,718691.6,55795.108217,0.4686,62.6,44742.26487856989,287.8912597509015
Pennsylvania,PA,2015,12899169,734145.1,56914.139198,0.4685,62.9,44742.26487856989,288.2994196875869
Pennsylvania,PA,2016,12918673,744847.1,57656.626188,0.4689,63.2,44742.26487856989,288.7353386124097
Pennsylvania,PA,2017,12945701,754318.0,58267.837331,0.4777,62.7,44742.26487856989,289.3394206827598
Pennsylvania,PA,2018,12980946,763855.4,58844.355411,0.4747,62.7,44742.26487856989,290.1271546094096
Pennsylvania,PA,2019,12991539,771852.5,59411.937262,0.4745,63.1,44742.26487856989,290.3639106169284
Pennsylvania,PA,2020,12995477,736381.3,56664.430248,,62.3,44742.26487856989,290.4519258305231
Pennsylvania,PA,2021,13013614,765508.8,58823.690329,0.472,61.3,44742.26487856989,290.8572919882092
Pennsylvania,PA,2022,12972091,779360.6,60079.797467,0.4778,61.7,44742.26487856989,289.9292433050974
Pennsylvania,PA,2023,12961683,799228.8,61660.881538,0.4774,62.2,44742.26487856989,289.6966220904976
Rhode Island,RI,2000,1050268,49113.6,46762.921464,,66.8,1033.888614512834,1015.8425049441944
Rhode Island,RI,2001,1057142,49705.2,47018.470556,,66.1,1033.888614512834,1022.4911902121322
Rhode Island,RI,2002,1065995,51284.3,48109.325091,,66.4,1033.888614512834,1031.0540081750437
Rhode Island,RI,2003,1071342,52933.1,49408.218851,,67.2,1033.888614512834,1036.2257451735395
Rhode Island,RI,2004,1074579,55160.5,51332.196144,,66.3,1033.888614512834,1039.3566433714325
Rhode Island,RI,2005,1067916,55885.9,52331.737702,,67.3,1033.888614512834,1032.9120419835551
Rhode Island,RI,2006,1063096,57415.8,54008.104630,0.442,68.3,1033.888614512834,1028.2500310741195
Rhode Island,RI,2007,1057315,56230.5,53182.353414,0.457,68.3,1033.888614512834,1022.658519649338
Rhode Island,RI,2008,1055003,54977.1,52110.847078,0.46,67.9,1033.888614512834,1020.4223019682976
Rhode Island,RI,2009,1053646,54481.5,51707.594391,0.457,67.7,1033.888614512834,1019.109781469521
Rhode Island,RI,2010,1054975,56050.6,53129.789805,0.467,67.8,1033.888614512834,1020.395219747247
Rhode Island,RI,2011,1058746,56026.6,52917.885876,0.4674,66.6,1033.888614512834,1024.042614589463
Rhode Island,RI,2012,1063756,56487.4,53101.839144,0.4647,66.1,1033.888614512834,1028.888397713171
Rhode Island,RI,2013,1068358,57037.2,53387.722093,0.4769,65.7,1033.888614512834,1033.3395541872835
Rhode Island,RI,2014,1073245,57602.7,53671.528868,0.4827,65.2,1033.888614512834,1038.0663689828043
Rhode Island,RI,2015,1077555,58387.9,54185.540413,0.4732,64.8,1033.888614512834,1042.2350965802457
Rhode Island,RI,2016,1082431,58630.0,54165.115375,0.4781,64.4,1033.888614512834,1046.9512719317825
Rhode Island,RI,2017,1085105,58771.6,54162.131775,0.4722,64.5,1033.888614512834,1049.5376240421208
Rhode Island,RI,2018,1091824,58740.1,53799.971424,0.47,64.5,1033.888614512834,1056.0363898720996
Rhode Island,RI,2019,1094580,60157.6,54959.527855,0.4628,64.4,1033.888614512834,1058.702054201229
Rhode Island,RI,2020,1096444,58231.7,53109.597937,,63.7,1033.888614512834,1060.5049563454588
Rhode Island,RI,2021,1097092,60803.0,55421.970081,0.468,63.9,1033.888614512834,1061.1317163183458
Rhode Island,RI,2022,1093842,62279.4,56936.376552,0.464,63.7,1033.888614512834,1057.988244232108
Rhode Island,RI,2023,1095962,63277.0,57736.490864,0.4661,63.9,1033.888614512834,1060.0387552545153
South Carolina,SC,2000,4024223,161880.2,40226.448683,,65.0,30064.28186185704,133.8539539540968
South Carolina,SC,2001,4064995,162837.1,40058.376456,,63.3,30064.28186185704,135.2101147360953
South Carolina,SC,2002,4107795,167333.0,40735.479740,,62.8,30064.28186185704,136.63373097933913
South Carolina,SC,2003,4150297,174270.8,41989.958791,,63.5,30064.28186185704,138.04743512817905
South Carolina,SC,2004,4210921,177169.4,42073.788608,,64.0,30064.28186185704,140.06391436019803
South Carolina,SC,2005,4270150,183267.5,42918.281559,,63.7,30064.28186185704,142.03399301606458
South Carolina,SC,2006,4357847,187386.1,42999.696869,0.462,64.7,30064.28186185704,144.9509760460588
South Carolina,SC,2007,4444110,193386.6,43515.259523,0.459,63.6,30064.28186185704,147.820261279492
South Carolina,SC,2008,4528996,192497.1,42503.261208,0.464,62.6,30064.28186185704,150.6437446538844
South Carolina,SC,2009,4589872,184081.3,40105.976812,0.462,61.7,30064.28186185704,152.6686059254664
South Carolina,SC,2010,4633669,188777.2,40740.329100,0.461,60.7,30064.28186185704,154.12538444428296
South Carolina,SC,2011,4661744,193221.0,41448.221953,0.4648,60.3,30064.28186185704,155.05921682813974
South Carolina,SC,2012,4699358,195406.1,41581.445806,0.4684,59.8,30064.28186185704,156.3103360191064
South Carolina,SC,2013,4738067,200147.3,42242.395475,0.4665,59.3,30064.28186185704,157.5978771676981
South Carolina,SC,2014,4789723,206077.9,43025.014181,0.4687,59.1,30064.28186185704,159.31606222987105
South Carolina,SC,2015,4850136,213212.4,43960.086892,0.4698,59.3,30064.28186185704,161.32552316685909
South Carolina,SC,2016,4908404,220559.3,44935.033873,0.4735,58.8,30064.28186185704,163.26363698137615
South Carolina,SC,2017,4963742,224937.6,45316.134481,0.4795,58.2,30064.28186185704,165.1042929549422
South Carolina,SC,2018,5019607,231663.3,46151.680799,0.4762,58.0,30064.28186185704,166.96247803505472
South Carolina,SC,2019,5076874,239021.3,47080.408141,0.4747,58.3,30064.28186185704,168.86729652575198
South Carolina,SC,2020,5132151,233650.1,45526.739178,,57.9,30064.28186185704,170.70592351355077
South Carolina,SC,2021,5193848,245752.1,47315.997696,0.476,57.6,30064.28186185704,172.75809293783612
South Carolina,SC,2022,5282955,254504.5,48174.648469,0.4757,57.7,30064.28186185704,175.7219754749092
South Carolina,SC,2023,5373555,262298.5,48812.843639,0.4715,58.1,30064.28186185704,178.73551827018696
South Dakota,SD,2000,755844,32124.9,42502.024227,,72.5,75809.61144278302,9.970292494777793
South Dakota,SD,2001,757972,32396.9,42741.552458,,72.9,75809.61144278302,9.99836281408824
South Dakota,SD,2002,760020,35776.0,47072.445462,,73.1,75809.61144278302,10.025377858236642
South Dakota,SD,2003,763729,36141.9,47322.937848,,73.3,75809.61144278302,10.074303052937044
South Dakota,SD,2004,770396,37616.6,48827.615927,,73.2,75809.61144278302,10.162247046754132
South Dakota,SD,2005,775493,39330.6,50716.898799,,73.0,75809.61144278302,10.22948126551605
South Dakota,SD,2006,783033,39961.6,51034.375307,0.439,72.6,75809.61144278302,10.328940949538977
South Dakota,SD,2007,791623,41646.2,52608.628097,0.423,72.2,75809.61144278302,10.442251120063768
South Dakota,SD,2008,799124,43278.5,54157.427383,0.446,71.8,75809.61144278302,10.541196357445196
South Dakota,SD,2009,807067,44255.8,54835.348242,0.452,72.0,75809.61144278302,10.645971990096934
South Dakota,SD,2010,816068,44810.7,54910.497655,0.442,71.5,75809.61144278302,10.764703636766743
South Dakota,SD,2011,823113,47630.3,57866.052413,0.4324,71.1,75809.61144278302,10.857633805724502
South Dakota,SD,2012,832730,48653.9,58426.981134,0.4335,70.3,75809.61144278302,10.984491071142074
South Dakota,SD,2013,841120,48610.1,57792.110519,0.4427,69.8,75809.61144278302,11.095163053761748
South Dakota,SD,2014,847538,49640.9,58570.707154,0.4468,69.8,75809.61144278302,11.179822503636968
South Dakota,SD,2015,852029,50860.8,59693.742819,0.4436,69.8,75809.61144278302,11.239063013046376
South Dakota,SD,2016,860557,51264.3,59571.068506,0.4495,69.6,75809.61144278302,11.351555345320582
South Dakota,SD,2017,870094,51615.1,59321.291723,0.4488,69.4,75809.61144278302,11.477357335576109
South Dakota,SD,2018,875247,51937.8,59340.734673,0.4445,69.3,75809.61144278302,11.545330246951456
South Dakota,SD,2019,882486,52510.2,59502.587010,0.436,69.5,75809.61144278302,11.64081945817718
South Dakota,SD,2020,887852,52770.7,59436.370026,,69.0,75809.61144278302,11.71160203967148
South Dakota,SD,2021,896299,55515.9,61939.040432,0.4522,68.7,75809.61144278302,11.823025905844114
South Dakota,SD,2022,909869,55259.8,60733.797942,0.4487,68.4,75809.61144278302,12.002026955206327
South Dakota,SD,2023,919318,57275.1,62301.728020,0.462,68.2,75809.61144278302,12.126668142783602
Tennessee,TN,2000,5703719,251030.2,44011.670280,,65.3,41232.4851325846,138.3307113713733
Tennessee,TN,2001,5750789,250311.4,43526.444806,,64.9,41232.4851325846,139.47228699672414
Tennessee,TN,2002,5795918,258542.4,44607.670433,,65.2,41232.4851325846,140.56678808863956
Tennessee,TN,2003,5847812,267589.4,45758.892386,,64.7,41232.4851325846,141.82535884500152
Tennessee,TN,2004,5910809,281564.2,47635.475956,,63.8,41232.4851325846,143.35320757392074
Tennessee,TN,2005,5991057,289064.3,48249.298913,,62.8,41232.4851325846,145.29944001035912
Tennessee,TN,2006,6088766,295668.2,48559.626039,0.468,64.2,41232.4851325846,147.66914922594032
Tennessee,TN,2007,6175727,294819.8,47738.476782,0.471,63.9,41232.4851325846,149.77819018528035
Tennessee,TN,2008,6247411,298526.9,47784.098085,0.471,63.5,41232.4851325846,151.5167223103632
Tennessee,TN,2009,6306019,287308.8,45561.042553,0.467,62.5,41232.4851325846,152.93812584234882
